,ID,Negative,Positive
161,56026,0.0,1.0
162,82206,0.0,1.0
163,16671,0.0,1.0
164,49440,0.0,1.0
165,16673,0.0,1.0
166,98596,0.0,0.0
167,53297,0.0,1.0
168,65834,0.0,1.0
169,46471,0.0,1.0
170,49453,0.0,1.0
171,49454,0.0,1.0
172,16687,0.0,1.0
173,16690,0.3333333333333333,0.6666666666666666
174,274483,0.0,1.0
175,8501,0.0,1.0
176,46473,0.0,1.0
177,8505,0.0,1.0
178,16698,0.0,1.0
179,57659,0.0,1.0
180,8508,0.0,1.0
181,16701,0.3333333333333333,0.6666666666666666
182,16703,0.0,1.0
183,49473,0.0,0.0
184,8516,0.0,1.0
185,8520,0.0,1.0
186,139593,0.0,1.0
187,34927,0.0,0.0
188,49484,0.0,0.0
189,333,0.0,0.0
190,334,0.0,1.0
191,57680,0.16666666666666666,0.8333333333333334
192,24916,0.0,1.0
193,49495,0.0,1.0
194,33112,0.0,1.0
195,57691,0.0,1.0
196,74076,0.0,0.0
197,24925,0.0,1.0
198,350,0.0,0.0
199,16735,0.0,1.0
200,16737,0.0,1.0
201,49506,0.0,1.0
202,4155,0.0,1.0
203,16741,0.0,1.0
204,8551,0.0,1.0
205,8553,0.0,1.0
206,82284,0.0,1.0
207,16752,0.0,0.0
208,49521,0.0,1.0
209,57714,0.0,1.0
210,57715,0.0,1.0
211,16756,0.4,0.6
212,16757,0.0,1.0
213,57718,0.0,1.0
214,57719,0.0,0.0
215,98683,0.0,1.0
216,57726,0.0,0.0
217,49535,0.0,1.0
218,98689,0.0,0.0
219,311682,0.0,0.0
220,60139,1.0,0.0
221,98693,0.0,0.0
222,43588,0.0,0.0
223,17815,0.0,0.0
224,57740,0.0,1.0
225,24973,0.0,1.0
226,24974,0.0,1.0
227,311696,0.0,1.0
228,57757,0.047619047619047616,0.9523809523809523
229,8606,0.0,1.0
230,8607,0.0,1.0
231,131489,0.0,0.0
232,16802,0.0,1.0
233,16803,0.0,1.0
234,16804,0.0,0.0
235,49574,0.35135135135135137,0.6486486486486487
236,95215,0.0,1.0
237,16808,0.0,0.0
238,49577,0.0,1.0
239,16810,0.0,1.0
240,90539,0.0,0.0
241,123310,0.0,1.0
242,1437,0.0,1.0
243,16816,0.0,1.0
244,16817,0.0,1.0
245,8627,0.0,1.0
246,16820,0.0,0.0
247,16821,0.0,1.0
248,82358,0.0,1.0
249,16823,0.0,1.0
250,41401,0.0,0.0
251,82362,0.0,1.0
252,54687,0.0,1.0
253,17873,0.3333333333333333,0.6666666666666666
254,16830,0.13333333333333333,0.8666666666666667
255,41407,0.0,0.0
256,16833,0.0,1.0
257,16835,0.0,1.0
258,98757,0.0,0.0
259,16838,0.0,1.0
260,16842,0.0,0.0
261,8655,0.0,1.0
262,15096,0.0,1.0
263,16850,0.046153846153846156,0.9538461538461539
264,83363,0.0,0.0
265,468,0.0,0.0
266,57813,0.0,1.0
267,16855,0.0,1.0
268,57816,0.0,1.0
269,50596,0.0,1.0
270,49626,0.0,1.0
271,57819,0.3333333333333333,0.6666666666666666
272,49632,0.0,1.0
273,53328,0.0,0.0
274,8674,0.0,1.0
275,311355,0.0,1.0
276,123367,0.0,1.0
277,17831,0.0,1.0
278,241746,0.0,0.0
279,8686,0.0,1.0
280,33265,0.0,1.0
281,33266,0.03333333333333333,0.9666666666666667
282,101118,0.0,0.0
283,49655,0.0,1.0
284,8697,0.0,1.0
285,8698,0.8888888888888888,0.1111111111111111
286,8699,0.0,1.0
287,1450,0.0,1.0
288,53250,0.0,1.0
289,8707,0.0,1.0
290,16900,0.1,0.9
291,8709,0.0,1.0
292,57862,0.0,0.0
293,310646,1.0,0.0
294,8714,0.0,1.0
295,8715,0.0,1.0
296,8717,0.0,1.0
297,83216,0.0,1.0
298,73816,0.0,1.0
299,49682,0.0,1.0
300,5550,0.2857142857142857,0.7142857142857143
301,537,0.0,1.0
302,16922,0.08333333333333333,0.9166666666666666
303,82459,0.0,1.0
304,81307,0.0,1.0
305,16928,0.0,1.0
306,82465,0.0,0.0
307,547,0.0,1.0
308,132529,0.0,1.0
309,23303,0.0,1.0
310,8750,0.0,1.0
311,8751,0.0,1.0
312,49714,0.0,1.0
313,16948,0.0,1.0
314,40936,0.0,0.0
315,115255,0.0,1.0
316,41531,0.0,0.0
317,16959,0.0,1.0
318,41537,0.0,1.0
319,16963,0.0,1.0
320,82500,0.0,1.0
321,16967,0.0,1.0
322,16970,0.0,1.0
323,16971,0.03571428571428571,0.9642857142857143
324,16972,0.0,1.0
325,16973,0.0,1.0
326,16974,0.0,1.0
327,8784,0.0,1.0
328,8785,0.0,1.0
329,90707,0.0,1.0
330,41560,0.0,0.0
331,16986,0.0,1.0
332,26042,0.0,1.0
333,607,0.0,1.0
334,213600,0.0,1.0
335,71982,0.0,0.0
336,49254,0.0,1.0
337,614,0.0,1.0
338,27857,0.0,0.0
339,25194,0.0,1.0
340,20583,0.0,0.0
341,49772,0.0,1.0
342,17006,0.0,1.0
343,17007,0.0,1.0
344,69736,0.0,0.0
345,17010,0.0,0.0
346,115135,0.0,0.0
347,60180,0.16666666666666666,0.8333333333333334
348,98939,0.0,0.0
349,12394,0.0,1.0
350,638,0.0,0.0
351,60181,0.0,0.0
352,123520,0.0,0.0
353,57986,0.0,1.0
354,82563,0.0,1.0
355,129593,0.0,0.0
356,49798,0.0,1.0
357,17033,0.0,1.0
358,49802,0.0,1.0
359,123535,0.0,1.0
360,656,0.3333333333333333,0.6666666666666666
361,255427,0.0,0.0
362,25237,0.0,1.0
363,17046,0.0,1.0
364,666,0.16666666666666666,0.8333333333333334
365,25243,0.0,0.0
366,669,0.0,1.0
367,49823,0.0,1.0
368,17058,0.0,1.0
369,17059,0.0,1.0
370,25254,0.0,1.0
371,25255,0.0,1.0
372,82603,0.0,1.0
373,25262,0.07692307692307693,0.9230769230769231
374,25263,0.0,1.0
375,25264,0.0,1.0
376,3569,0.0,0.0
377,82613,0.0,1.0
378,23755,0.0,1.0
379,41656,0.0,1.0
380,20596,0.0,1.0
381,49850,0.04,0.96
382,25275,0.0,1.0
383,25276,0.125,0.875
384,50634,0.0,1.0
385,241781,0.0,1.0
386,82626,0.0,0.0
387,17091,0.0,1.0
388,90820,0.0,1.0
389,2849,0.0,1.0
390,25289,0.0,1.0
391,53367,0.0,0.0
392,25293,0.0,1.0
393,718,0.0,1.0
394,8480,0.0,0.0
395,17104,0.0,0.0
396,74449,0.0,1.0
397,17106,0.0,1.0
398,724,0.0,1.0
399,123605,0.0,1.0
400,17110,0.0,1.0
401,25303,0.0,1.0
402,12265,0.0,0.0
403,17116,0.0,1.0
404,118906,0.0,0.0
405,58078,0.6666666666666666,0.3333333333333333
406,41760,0.0,1.0
407,49889,0.0,1.0
408,77947,0.3333333333333333,0.6666666666666666
409,148198,0.0,1.0
410,743,0.0,1.0
411,17128,0.0,1.0
412,745,0.0,1.0
413,25323,0.0,1.0
414,58834,0.0,0.0
415,25329,0.4166666666666667,0.5833333333333334
416,17138,0.3333333333333333,0.6666666666666666
417,21302,0.0,0.0
418,17140,0.0,1.0
419,77950,0.25,0.75
420,17144,0.3333333333333333,0.6666666666666666
421,17146,0.0,0.0
422,17147,0.0,0.0
423,83224,0.0,0.0
424,767,0.058823529411764705,0.9411764705882353
425,17152,0.0,0.0
426,769,0.0,1.0
427,770,0.033112582781456956,0.9668874172185431
428,771,0.0,1.0
429,17156,0.0,1.0
430,51036,0.0,1.0
431,782,0.029411764705882353,0.9705882352941176
432,783,0.0,1.0
433,25362,0.0,0.0
434,123011,0.0,0.0
435,794,0.0,1.0
436,795,0.06666666666666667,0.9333333333333333
437,798,0.0,1.0
438,41759,0.0,1.0
439,49952,0.0,1.0
440,23344,0.0,1.0
441,802,0.0,1.0
442,5595,0.0,1.0
443,17188,0.0,0.0
444,806,0.043478260869565216,0.9565217391304348
445,49960,0.0,1.0
446,17193,0.0,1.0
447,810,0.0,1.0
448,17196,0.0,1.0
449,814,0.0,1.0
450,17199,0.0,1.0
451,818,0.16666666666666666,0.8333333333333334
452,7665,0.0,1.0
453,820,0.0,1.0
454,41781,0.0,0.0
455,41782,0.2,0.8
456,49975,0.0,0.0
457,824,0.0,1.0
458,17209,0.1,0.9
459,41786,0.2,0.8
460,46559,0.0,1.0
461,17212,0.0,1.0
462,17214,0.0,1.0
463,17215,0.0,1.0
464,833,0.0,1.0
465,41794,0.0,1.0
466,49987,0.0,1.0
467,41797,0.0,1.0
468,17223,0.08333333333333333,0.9166666666666666
469,17225,0.0,1.0
470,17227,0.0,1.0
471,41804,0.0,1.0
472,851,0.0,1.0
473,852,0.058823529411764705,0.9411764705882353
474,50005,0.0,0.0
475,25430,0.0,1.0
476,17506,0.0,1.0
477,858,0.3333333333333333,0.6666666666666666
478,17243,0.0,1.0
479,17244,0.3333333333333333,0.6666666666666666
480,60859,0.0,0.0
481,50015,0.0,1.0
482,66400,0.0,1.0
483,866,0.0,1.0
484,17251,0.0,1.0
485,25444,0.0,1.0
486,17253,0.0,1.0
487,46542,0.0,0.0
488,118962,0.0,1.0
489,873,0.0,1.0
490,17487,0.0,0.0
491,17261,0.14285714285714285,0.8571428571428571
492,17262,0.0,1.0
493,17264,0.0,1.0
494,46568,0.0,1.0
495,17270,0.0,1.0
496,18033,0.0,0.0
497,50040,0.0,1.0
498,25465,0.0,0.0
499,33658,0.0,1.0
500,50043,0.0,1.0
501,112106,0.0,0.0
502,896,0.0,1.0
503,18173,0.0,0.0
504,50051,0.0,1.0
505,901,0.0,1.0
506,50056,0.2857142857142857,0.7142857142857143
507,17290,0.0,1.0
508,25486,0.0,1.0
509,25487,0.0,1.0
510,50066,0.0,1.0
511,918,0.0,1.0
512,31946,0.0,0.0
513,17305,0.0,1.0
514,18307,0.0,1.0
515,120341,0.0,1.0
516,52037,0.0,1.0
517,54635,0.0,1.0
518,51314,0.0,0.0
519,17319,0.0,1.0
520,50089,0.0,1.0
521,17322,0.0,1.0
522,6983,0.0,1.0
523,17326,0.043478260869565216,0.9565217391304348
524,17327,0.0,1.0
525,50096,0.0,0.0
526,50675,0.0,1.0
527,17332,0.0,1.0
528,6985,0.0,0.0
529,58296,0.0,1.0
530,120308,0.0,1.0
531,87595,0.0,1.0
532,50117,0.07142857142857142,0.9285714285714286
533,25542,0.0,0.0
534,50120,0.0,1.0
535,50121,0.0,1.0
536,25547,0.0,1.0
537,50126,0.0,1.0
538,71160,0.0,1.0
539,163,0.0,1.0
540,25557,0.07142857142857142,0.9285714285714286
541,25558,0.09090909090909091,0.9090909090909091
542,58874,0.0,1.0
543,994,0.0,1.0
544,140260,0.0,1.0
545,17386,0.0,1.0
546,17389,0.0,0.0
547,33774,0.0,1.0
548,12456,0.0,1.0
549,17394,0.0,1.0
550,1011,0.0,1.0
551,1012,0.0,1.0
552,33313,0.0,1.0
553,132087,0.0,1.0
554,50169,0.0,0.0
555,74746,0.0,1.0
556,50176,0.0,1.0
557,33795,0.0,1.0
558,1030,0.0,1.0
559,25607,0.043478260869565216,0.9565217391304348
560,25608,0.0,1.0
561,50185,0.0,1.0
562,17420,0.2,0.8
563,1038,0.0,1.0
564,57517,0.0,1.0
565,25616,0.0,1.0
566,50193,0.0,1.0
567,25618,0.0,1.0
568,1043,0.03571428571428571,0.9642857142857143
569,1045,0.0,1.0
570,17430,0.0,1.0
571,31577,1.0,0.0
572,13828,0.0,1.0
573,25629,0.0,1.0
574,25630,0.0,1.0
575,25631,0.0,1.0
576,50208,0.0,1.0
577,17443,0.0,0.0
578,50213,0.0,0.0
579,58406,0.3333333333333333,0.6666666666666666
580,58407,0.0,0.0
581,1065,0.0,1.0
582,17451,0.0,1.0
583,12466,0.0,0.0
584,50222,0.3,0.7
585,58416,0.0,1.0
586,42034,0.0,1.0
587,17460,0.0,1.0
588,16870,0.0,0.0
589,1080,0.023255813953488372,0.9767441860465116
590,17465,0.16666666666666666,0.8333333333333334
591,255037,0.0,1.0
592,1088,0.0,1.0
593,31585,0.0,1.0
594,74828,0.0,0.0
595,91213,0.0,0.0
596,50255,0.0,1.0
597,58452,0.0,0.0
598,71182,0.0,0.0
599,25686,0.0,1.0
600,25687,0.1111111111111111,0.8888888888888888
601,58457,0.0,1.0
602,58458,0.0,1.0
603,71203,0.0,1.0
604,1116,0.0,1.0
605,1117,0.0,1.0
606,58462,0.0,1.0
607,58465,0.0,1.0
608,58466,0.0625,0.9375
609,50502,0.0,1.0
610,124006,0.0,0.0
611,75281,0.0,1.0
612,50280,0.0,1.0
613,50281,0.0,1.0
614,17514,0.3333333333333333,0.6666666666666666
615,58475,0.0,1.0
616,58476,0.25,0.75
617,71186,0.0,1.0
618,16573,0.09090909090909091,0.9090909090909091
619,50289,0.0,0.0
620,74866,0.0,0.0
621,58483,0.0,0.0
622,1140,0.05128205128205128,0.9487179487179487
623,58488,0.0,1.0
624,120340,0.0,1.0
625,1146,0.04,0.96
626,135359,0.0,1.0
627,25724,0.0,1.0
628,58493,0.0,1.0
629,50302,0.0,1.0
630,13845,0.0625,0.9375
631,1152,0.3333333333333333,0.6666666666666666
632,124033,0.1,0.9
633,91966,0.0,0.0
634,50308,0.0,0.0
635,46614,0.0,1.0
636,58503,0.0,0.0
637,58504,0.0,0.0
638,43884,0.0,0.0
639,50314,0.0,0.0
640,17547,0.0,1.0
641,17549,0.0,1.0
642,17550,0.0,1.0
643,58511,0.0,1.0
644,50320,0.0,1.0
645,13848,0.0,1.0
646,50322,0.0,1.0
647,50323,0.0,1.0
648,146286,0.0,1.0
649,17558,0.0,0.0
650,5657,0.0,1.0
651,17560,0.0,1.0
652,17561,0.0,1.0
653,58523,0.0,0.0
654,58525,0.3333333333333333,0.6666666666666666
655,27863,0.5,0.5
656,4293,0.0,1.0
657,25760,0.0,1.0
658,25761,0.0,1.0
659,9378,0.0,1.0
660,13851,0.375,0.625
661,50340,0.0,1.0
662,25765,0.0,1.0
663,25766,0.0,1.0
664,58535,0.0,0.0
665,9384,0.0,0.0
666,26140,0.0,1.0
667,17578,1.0,0.0
668,25771,0.0,1.0
669,25772,0.0625,0.9375
670,50351,0.0,0.0
671,58688,0.0,0.0
672,17586,0.0,1.0
673,50356,0.0,0.0
674,46622,1.0,0.0
675,50359,0.0,1.0
676,17592,0.0,1.0
677,93044,0.0,0.0
678,58554,0.0,0.0
679,17951,0.0,1.0
680,58557,0.0,1.0
681,50366,0.0,1.0
682,74943,0.0,1.0
683,50368,0.0,1.0
684,17603,0.0,1.0
685,1222,0.05263157894736842,0.9473684210526315
686,5665,0.0,0.0
687,17610,0.2857142857142857,0.7142857142857143
688,50379,0.0,1.0
689,17612,0.0,1.0
690,71202,0.0,1.0
691,91342,0.0,1.0
692,222415,0.0,1.0
693,17616,0.0,1.0
694,17617,0.2,0.8
695,17618,0.0,1.0
696,66771,0.0,1.0
697,25813,0.047619047619047616,0.9523809523809523
698,74967,0.0,1.0
699,17956,0.0,1.0
700,50396,0.0,1.0
701,27514,0.0,0.0
702,58590,0.14285714285714285,0.8571428571428571
703,64418,0.0,1.0
704,1249,0.08,0.92
705,2976,0.0,1.0
706,17640,0.0,1.0
707,74985,0.0,0.0
708,49961,0.0,1.0
709,71208,0.0,0.0
710,17652,0.0,1.0
711,27518,1.0,0.0
712,17654,0.0,1.0
713,1271,0.0,1.0
714,21592,0.0,1.0
715,50425,0.0,1.0
716,1274,0.0,1.0
717,1276,0.0,1.0
718,87594,0.0,1.0
719,8410,0.0,1.0
720,79403,0.0,1.0
721,17669,0.0,1.0
722,91398,0.0,0.0
723,121729,0.0,0.0
724,66827,0.0,1.0
725,52098,0.0,1.0
726,25872,0.4,0.6
727,101251,0.0,0.0
728,91412,0.16666666666666666,0.8333333333333334
729,17686,0.0,1.0
730,17687,0.14285714285714285,0.8571428571428571
731,17688,0.0,0.0
732,52100,0.0,1.0
733,71215,0.6470588235294118,0.35294117647058826
734,50460,0.0,1.0
735,16602,0.0,1.0
736,17694,0.0,1.0
737,17695,0.14285714285714285,0.8571428571428571
738,1313,0.0,1.0
739,50472,0.0,1.0
740,50473,0.0,1.0
741,50475,0.0,1.0
742,25900,0.0,1.0
743,1325,0.0,1.0
744,132399,0.0,1.0
745,1328,0.0,1.0
746,17713,0.0,1.0
747,1331,0.0,1.0
748,58677,0.0,0.0
749,1334,0.0,1.0
750,50488,0.4,0.6
751,58681,0.0,1.0
752,148795,0.0,1.0
753,58686,0.0,1.0
754,17727,0.0,1.0
755,17728,0.5,0.5
756,58689,0.0,1.0
757,1346,0.0,1.0
758,56203,1.0,0.0
759,58692,0.0,1.0
760,17733,0.0,1.0
761,1350,0.05714285714285714,0.9428571428571428
762,58695,0.0,1.0
763,11148,0.0,1.0
764,34122,0.0,0.0
765,58699,0.0,1.0
766,50509,0.0,1.0
767,58702,0.625,0.375
768,50511,0.0,1.0
769,58704,0.0,0.0
770,25937,0.0,1.0
771,58707,0.0,1.0
772,50517,0.0,1.0
773,58710,0.0,0.0
774,58711,0.0,1.0
775,50520,0.0,1.0
776,53303,0.0,0.0
777,1373,0.0,1.0
778,17759,0.0,1.0
779,58721,0.0,1.0
780,16063,0.0,0.0
781,1383,0.0,1.0
782,1385,0.0,1.0
783,75114,0.0,1.0
784,75115,1.0,0.0
785,24170,0.0,0.0
786,1391,0.0,1.0
787,1396,0.0,1.0
788,1397,0.0,1.0
789,1398,0.16279069767441862,0.8372093023255814
790,17783,0.0,1.0
791,50553,0.0,1.0
792,1402,0.0,1.0
793,17787,0.0,1.0
794,17788,0.0,1.0
795,9597,0.0,1.0
796,17790,0.0,1.0
797,25983,0.0,1.0
798,1409,0.0,1.0
799,1411,0.0,1.0
800,1412,0.0,1.0
801,46657,0.0,1.0
802,15050,0.0,0.0
803,57580,0.08333333333333333,0.9166666666666666
804,50570,0.0,1.0
805,50571,0.0,1.0
806,50572,0.0,1.0
807,27871,0.3333333333333333,0.6666666666666666
808,41783,0.0,1.0
809,50581,0.2,0.8
810,83351,0.0,1.0
811,50584,1.0,0.0
812,26009,0.14285714285714285,0.8571428571428571
813,30872,0.0,1.0
814,9595,0.0,0.0
815,124316,0.0,1.0
816,50589,0.0,1.0
817,46661,0.0,1.0
818,50594,0.0,0.0
819,1443,0.08108108108108109,0.918918918918919
820,17828,0.0,1.0
821,50597,0.0,1.0
822,50598,0.0,0.0
823,1447,0.0,1.0
824,1448,0.0,1.0
825,50601,0.0,1.0
826,17834,0.0,1.0
827,17835,0.0,1.0
828,50604,0.0,0.0
829,50605,0.0,0.0
830,75182,0.0,0.0
831,17839,0.0,1.0
832,148913,0.0,1.0
833,50610,0.0,0.0
834,50611,0.0,0.0
835,50613,0.0,1.0
836,50616,0.0,1.0
837,1466,0.0,1.0
838,1467,0.0,1.0
839,17852,0.0,1.0
840,1470,0.0,0.0
841,17856,0.3333333333333333,0.6666666666666666
842,50625,0.0,1.0
843,17858,0.0,1.0
844,1475,0.0,1.0
845,17860,0.0,1.0
846,26054,0.0,0.0
847,52329,0.0,1.0
848,1480,0.0,1.0
849,1482,0.0,1.0
850,1483,0.06451612903225806,0.9354838709677419
851,7074,0.0,1.0
852,20508,0.16666666666666666,0.8333333333333334
853,50640,0.0,1.0
854,50641,0.0,1.0
855,50642,0.0,0.0
856,56227,0.0,0.0
857,75342,0.0,1.0
858,26070,0.0,1.0
859,49696,0.1,0.9
860,17881,0.0,0.0
861,17235,0.5,0.5
862,26075,0.0,0.0
863,25433,0.0,0.0
864,58849,0.0,1.0
865,21327,0.0,1.0
866,1508,0.0,1.0
867,1510,0.0,1.0
868,54865,0.0,0.0
869,65788,0.0,0.0
870,31655,0.0,0.0
871,17903,0.0,0.0
872,17904,0.0,1.0
873,58865,0.0,1.0
874,58963,0.0,0.0
875,1525,0.0,1.0
876,1527,0.0,1.0
877,75256,0.0,1.0
878,17913,0.0,0.0
879,1530,0.0,1.0
880,1531,0.0,0.0
881,17916,0.0,1.0
882,1533,0.5,0.5
883,17918,0.0,1.0
884,17920,0.0,1.0
885,58881,0.16666666666666666,0.8333333333333334
886,50690,0.0,1.0
887,1539,0.0,1.0
888,1540,0.0,1.0
889,1541,0.0,1.0
890,17930,0.09090909090909091,0.9090909090909091
891,1547,0.0,1.0
892,1549,0.0,1.0
893,1550,0.0,1.0
894,1553,0.0,1.0
895,56238,0.0,0.0
896,1558,0.0,1.0
897,67346,0.0,1.0
898,124440,0.0,0.0
899,97199,0.0,1.0
900,50716,0.0,1.0
901,26141,0.0,1.0
902,58910,0.0,1.0
903,26143,0.0,1.0
904,1568,0.0,1.0
905,1571,0.0,1.0
906,58916,0.19230769230769232,0.8076923076923077
907,50728,0.0,1.0
908,83497,0.0,1.0
909,58497,1.0,0.0
910,58925,0.5,0.5
911,1583,0.0,1.0
912,50736,0.058823529411764705,0.9411764705882353
913,17969,0.0,1.0
914,17970,0.5,0.5
915,17973,0.0,1.0
916,70158,0.0,0.0
917,17979,0.0,0.0
918,26172,0.0,1.0
919,50751,0.0,1.0
920,1600,0.07692307692307693,0.9230769230769231
921,34370,0.0,1.0
922,17988,0.0,1.0
923,1605,0.0,1.0
924,17990,0.0,1.0
925,34375,0.0,1.0
926,17992,0.25,0.75
927,58954,0.25,0.75
928,1614,0.0,1.0
929,86285,0.0,1.0
930,108112,0.0,1.0
931,75345,0.0,1.0
932,75346,0.0,1.0
933,18003,0.0,1.0
934,18004,0.5,0.5
935,16654,0.0,1.0
936,58967,0.0,1.0
937,18010,0.0,1.0
938,18011,0.5,0.5
939,50781,0.0,1.0
940,58976,0.0,0.0
941,18018,0.0,0.0
942,91747,0.0,1.0
943,58980,0.0,0.0
944,18021,0.0,0.0
945,83560,0.0,0.0
946,50793,0.0,1.0
947,18027,0.0,1.0
948,119058,0.3333333333333333,0.6666666666666666
949,83567,0.0,0.0
950,50801,0.0,1.0
951,58703,0.0,1.0
952,1652,0.0,1.0
953,26229,0.3333333333333333,0.6666666666666666
954,50806,0.0,1.0
955,9847,0.0,1.0
956,18040,0.0,1.0
957,50810,0.0,1.0
958,18044,0.6,0.4
959,50814,0.6,0.4
960,18047,0.0,1.0
961,18049,0.0,0.0
962,59012,0.0,1.0
963,108167,0.0,1.0
964,151831,0.0,0.0
965,83596,0.0,1.0
966,18029,1.0,0.0
967,16664,0.0,0.0
968,38364,0.0,1.0
969,59029,0.0,1.0
970,75416,0.0,0.0
971,18073,0.6428571428571429,0.35714285714285715
972,59035,0.0,1.0
973,34461,0.0,0.0
974,18080,0.14285714285714285,0.8571428571428571
975,59043,0.0,1.0
976,18085,0.0,0.0
977,46705,0.0,1.0
978,49436,0.0,0.0
979,34479,0.0,1.0
980,18096,0.47058823529411764,0.5294117647058824
981,18097,0.8,0.2
982,26291,0.5,0.5
983,116406,0.09090909090909091,0.9090909090909091
984,1719,0.0,1.0
985,1723,0.0,1.0
986,1725,0.7777777777777778,0.2222222222222222
987,1727,1.0,0.0
988,1728,0.0,1.0
989,98592,0.0,1.0
990,1730,0.0,1.0
991,100035,0.0,1.0
992,67268,0.0,1.0
993,57633,0.0,1.0
994,26312,0.0,1.0
995,26320,0.0,1.0
996,26321,0.10344827586206896,0.896551724137931
997,75474,0.0,0.0
998,18133,0.0,1.0
999,17789,0.2857142857142857,0.7142857142857143
1000,1755,0.0,1.0
1001,91868,0.25,0.75
1002,59002,0.0,0.0
1003,100062,0.0,1.0
1004,21881,0.0,0.0
1005,18144,0.0,1.0
1006,9954,0.0,1.0
