id,ACTION
823,0.998325
824,0.994573
825,0.995198
826,0.949874
827,0.999197
828,0.992459
829,0.995024
830,0.993354
831,0.827043
832,0.999933
833,0.998018
834,0.994698
835,0.999529
836,0.960948
837,0.994095
838,0.998068
839,0.925636
840,0.976866
841,0.952435
842,0.997740
843,0.996368
844,0.997372
845,0.996363
846,0.992379
847,0.997470
848,0.997745
849,0.953238
850,0.546707
851,0.997432
852,0.990754
853,0.995467
854,0.203280
855,0.984886
856,0.994386
857,0.971101
858,0.994382
859,0.985674
860,0.999454
861,0.992624
862,0.975518
863,0.996731
864,0.939228
865,0.129363
866,0.971061
867,0.992380
868,0.982455
869,0.981071
870,0.997268
871,0.988813
872,0.980320
873,0.995881
874,0.858154
875,0.995505
876,0.983229
877,0.987325
878,0.984046
879,0.992979
880,0.985883
881,0.962528
882,0.995893
883,0.997239
884,0.963137
885,0.979594
886,0.999275
887,0.870202
888,0.994928
889,0.983907
890,0.999664
891,0.994470
892,0.964199
893,0.865683
894,0.997807
895,0.995339
896,0.987031
897,0.858452
898,0.969087
899,0.854408
900,0.996570
901,0.984303
902,0.991911
903,0.991095
904,0.993652
905,0.999381
906,0.998739
907,0.999755
908,0.999635
909,0.956670
910,0.952886
911,0.926007
912,0.992961
913,0.999057
914,0.998540
915,0.982527
916,0.959516
917,0.984687
918,0.988622
919,0.996871
920,0.993400
921,0.979570
922,0.984096
923,0.889609
924,0.973937
925,0.873921
926,0.995197
927,0.995757
928,0.998598
929,0.996747
930,0.999806
931,0.997346
932,0.993558
933,0.993173
934,0.993791
935,0.964963
936,0.948578
937,0.994026
938,0.993219
939,0.988865
940,0.916291
941,0.989886
942,0.998023
943,0.778661
944,0.993878
945,0.908498
946,0.985930
947,0.988725
948,0.931312
949,0.997835
950,0.990294
951,0.998584
952,0.773236
953,0.980333
954,0.989784
955,0.906019
956,0.317250
957,0.988811
958,0.977190
959,0.574806
960,0.957786
961,0.981877
962,0.994155
963,0.987151
964,0.966103
965,0.976030
966,0.918233
967,0.991349
968,0.942452
969,0.951583
970,0.953444
971,0.995611
972,0.999033
973,0.997442
974,0.993368
975,0.981476
976,0.978545
977,0.997128
978,0.923184
979,0.927639
980,0.738093
981,0.998074
982,0.990975
983,0.999774
984,0.158645
985,0.997067
986,0.982683
987,0.999655
988,0.986018
989,0.997216
990,0.910477
991,0.601768
992,0.972342
993,0.999979
994,0.996868
995,0.991790
996,0.996875
997,0.647284
998,0.989792
999,0.986341
1000,0.998584
1001,0.997076
1002,0.924247
1003,0.939520
1004,0.984880
1005,0.963643
1006,0.952193
1007,0.991009
1008,0.996010
1009,0.999221
1010,0.992518
1011,0.998313
1012,0.919874
1013,0.995018
1014,0.985434
1015,0.996770
1016,0.999278
1017,0.485059
1018,0.988726
1019,0.970758
1020,0.998119
1021,0.998566
1022,0.967863
1023,0.976442
1024,0.982198
1025,0.892982
1026,0.922153
1027,0.993449
1028,0.958633
1029,0.994680
1030,0.992771
1031,0.982227
1032,0.999833
1033,0.998580
1034,0.991760
1035,0.999489
1036,0.997726
1037,0.976865
1038,0.991044
1039,0.981931
1040,0.994072
1041,0.995061
1042,0.991609
1043,0.564099
1044,0.726062
1045,0.910013
1046,0.990576
1047,0.998818
1048,0.995410
1049,0.628343
1050,0.998433
1051,0.995279
1052,0.990901
1053,0.999190
1054,0.886516
1055,0.994330
1056,0.971676
1057,0.983527
1058,0.998206
1059,0.997450
1060,0.994601
1061,0.976199
1062,0.883535
1063,0.975914
1064,0.977830
1065,0.999601
1066,0.993623
1067,0.997134
1068,0.907139
1069,0.969473
1070,0.996465
1071,0.837739
1072,0.994886
1073,0.754844
1074,0.965790
1075,0.999450
1076,0.991926
1077,0.981582
1078,0.988692
1079,0.987790
1080,0.897045
1081,0.999935
1082,0.998263
1083,0.992318
1084,0.995673
1085,0.943426
1086,0.999526
1087,0.950398
1088,0.990483
1089,0.992710
1090,0.997806
1091,0.983906
1092,0.994872
1093,0.995030
1094,0.996024
1095,0.999751
1096,0.995318
1097,0.996179
1098,0.996501
1099,0.989569
1100,0.989360
1101,0.878088
1102,0.981652
1103,0.999098
1104,0.634234
1105,0.997436
1106,0.999483
1107,0.998405
1108,0.989794
1109,0.996522
1110,0.996747
1111,0.997548
1112,0.993828
1113,0.995255
1114,0.879086
1115,0.798825
1116,0.995498
1117,0.959941
1118,0.956367
1119,0.955753
1120,0.968878
1121,0.990721
1122,0.782843
1123,0.960513
1124,0.986405
1125,0.993714
1126,0.986387
1127,0.996034
1128,0.997662
1129,0.996737
1130,0.996258
1131,0.870332
1132,0.961493
1133,0.999648
1134,0.996081
1135,0.831729
1136,0.992071
1137,0.995715
1138,0.998635
1139,0.998767
1140,0.804024
1141,0.990814
1142,0.977051
1143,0.996407
1144,0.985682
1145,0.993812
1146,0.999216
1147,0.984810
1148,0.990778
1149,0.996745
1150,0.997850
1151,0.999653
1152,0.999420
1153,0.999761
1154,0.546558
1155,0.999788
1156,0.997697
1157,0.964097
1158,0.754190
1159,0.991477
1160,0.920130
1161,0.995185
1162,0.993412
1163,0.957313
1164,0.995006
1165,0.998718
1166,0.975271
1167,0.991593
1168,0.996116
1169,0.961598
1170,0.935433
1171,0.992762
1172,0.994463
1173,0.996261
1174,0.944034
1175,0.998489
1176,0.992406
1177,0.997424
1178,0.994000
1179,0.998188
1180,0.637661
1181,0.492420
1182,0.981866
1183,0.975626
1184,0.979277
1185,0.998960
1186,0.981726
1187,0.986556
1188,0.554053
1189,0.984542
1190,0.993060
1191,0.995209
1192,0.999178
1193,0.996929
1194,0.988603
1195,0.997755
1196,0.977365
1197,0.991045
1198,0.995017
1199,0.999164
1200,0.997679
1201,0.987505
1202,0.998855
1203,0.996147
1204,0.986818
1205,0.995259
1206,0.988568
1207,0.978421
1208,0.999099
1209,0.769990
1210,0.969756
1211,0.992774
1212,0.987075
1213,0.982684
1214,0.974473
1215,0.998943
1216,0.935599
1217,0.973487
1218,0.988469
1219,0.991779
1220,0.887622
1221,0.994681
1222,0.979551
1223,0.998717
1224,0.961518
1225,0.997388
1226,0.989227
1227,0.987734
1228,0.992046
1229,0.987626
1230,0.999250
1231,0.994451
1232,0.994220
1233,0.999813
1234,0.989901
1235,0.979792
1236,0.996139
1237,0.987751
1238,0.965352
1239,0.997392
1240,0.946857
1241,0.981676
1242,0.987180
1243,0.989426
1244,0.999537
1245,0.994777
1246,0.927424
1247,0.983961
1248,0.998560
1249,0.946811
1250,0.998487
1251,0.870687
1252,0.912646
1253,0.999566
1254,0.994629
1255,0.997020
1256,0.999020
1257,0.789799
1258,0.989925
1259,0.990831
1260,0.998689
1261,0.998789
1262,0.987274
1263,0.993315
1264,0.986431
1265,0.995094
1266,0.992304
1267,0.998295
1268,0.996335
1269,0.986517
1270,0.998043
1271,0.984169
1272,0.997879
1273,0.983936
1274,0.914221
1275,0.998227
1276,0.995552
1277,0.963397
1278,0.984360
1279,0.995864
1280,0.981196
1281,0.998893
1282,0.987141
1283,0.988242
1284,0.986739
1285,0.999369
1286,0.999727
1287,0.838637
1288,0.973914
1289,0.961720
1290,0.998161
1291,0.990667
1292,0.977475
1293,0.996991
1294,0.974871
1295,0.996773
1296,0.980822
1297,0.996206
1298,0.991003
1299,0.949980
1300,0.532924
1301,0.972027
1302,0.852226
1303,0.996146
1304,0.991263
1305,0.918775
1306,0.996450
1307,0.999623
1308,0.994882
1309,0.993316
1310,0.989285
1311,0.987776
1312,0.997482
1313,0.765288
1314,0.987472
1315,0.992999
1316,0.996355
1317,0.992808
1318,0.996281
1319,0.996721
1320,0.875808
1321,0.918254
1322,0.999472
1323,0.998504
1324,0.998662
1325,0.997772
1326,0.980985
1327,0.900080
1328,0.989782
1329,0.999103
1330,0.994005
1331,0.997265
1332,0.987521
1333,0.939667
1334,0.976802
1335,0.910975
1336,0.991292
1337,0.994011
1338,0.998594
1339,0.786223
1340,0.995520
1341,0.981687
1342,0.987034
1343,0.995805
1344,0.990555
1345,0.997002
1346,0.988803
1347,0.994203
1348,0.979169
1349,0.990777
1350,0.997739
1351,0.937708
1352,0.979706
1353,0.978713
1354,0.995390
1355,0.978164
1356,0.991909
1357,0.828319
1358,0.806411
1359,0.178382
1360,0.508586
1361,0.979767
1362,0.993098
1363,0.998772
1364,0.951312
1365,0.994132
1366,0.975611
1367,0.997895
1368,0.991750
1369,0.994806
1370,0.965602
1371,0.993670
1372,0.971416
1373,0.851516
1374,0.989367
1375,0.999858
1376,0.972597
1377,0.996004
1378,0.994909
1379,0.973841
1380,0.990317
1381,0.998660
1382,0.973273
1383,0.994307
1384,0.996110
1385,0.984799
1386,0.993185
1387,0.972719
1388,0.918463
1389,0.992983
1390,0.998438
1391,0.101259
1392,0.960461
1393,0.944378
1394,0.989528
1395,0.877937
1396,0.973719
1397,0.988986
1398,0.998690
1399,0.940818
1400,0.983439
1401,0.998039
1402,0.993833
1403,0.993867
1404,0.993766
1405,0.983677
1406,0.994709
1407,0.952385
1408,0.993583
1409,0.959695
1410,0.995363
1411,0.974100
1412,0.991913
1413,0.565948
1414,0.933468
1415,0.983296
1416,0.955244
1417,0.944885
1418,0.985318
1419,0.999749
1420,0.985369
1421,0.994232
1422,0.987879
1423,0.980165
1424,0.996033
1425,0.986454
1426,0.987206
1427,0.999595
1428,0.982817
1429,0.264611
1430,0.989308
1431,0.972562
1432,0.994766
1433,0.170188
1434,0.652043
1435,0.984536
1436,0.989472
1437,0.978636
1438,0.982164
1439,0.987346
1440,0.987278
1441,0.936263
1442,0.996044
1443,0.994211
1444,0.996720
1445,0.996620
1446,0.998781
1447,0.984005
1448,0.983889
1449,0.995172
1450,0.982071
1451,0.986919
1452,0.996960
1453,0.995767
1454,0.940751
1455,0.971162
1456,0.927098
1457,0.990717
1458,0.998001
1459,0.996802
1460,0.991918
1461,0.997414
1462,0.154953
1463,0.998428
1464,0.690719
1465,0.994676
1466,0.994616
1467,0.978894
1468,0.991809
1469,0.966317
1470,0.960581
1471,0.983533
1472,0.969288
1473,0.981058
1474,0.999906
1475,0.999361
1476,0.994839
1477,0.952830
1478,0.997531
1479,0.994485
1480,0.991900
1481,0.995857
1482,0.685799
1483,0.978521
1484,0.981072
1485,0.989964
1486,0.990547
1487,0.961831
1488,0.953352
1489,0.998753
1490,0.960319
1491,0.999789
1492,0.978117
1493,0.983171
1494,0.910399
1495,0.978432
1496,0.997118
1497,0.990147
1498,0.992078
1499,0.997778
1500,0.997917
1501,0.995032
1502,0.692734
1503,0.982192
1504,0.980121
1505,0.998690
1506,0.954023
1507,0.991202
1508,0.955832
1509,0.996894
1510,0.996503
1511,0.989467
1512,0.997767
1513,0.992515
1514,0.985064
1515,0.897192
1516,0.955012
1517,0.375005
1518,0.974406
1519,0.996980
1520,0.997143
1521,0.991538
1522,0.978768
1523,0.926948
1524,0.934365
1525,0.998883
1526,0.990572
1527,0.986449
1528,0.986509
1529,0.983565
1530,0.995969
1531,0.990406
1532,0.994028
1533,0.994752
1534,0.997824
1535,0.999616
1536,0.954705
1537,0.996249
1538,0.999052
1539,0.987598
1540,0.996536
1541,0.999496
1542,0.975797
1543,0.962950
1544,0.995664
1545,0.999411
1546,0.989602
1547,0.978775
1548,0.994765
1549,0.998595
1550,0.994076
1551,0.994509
1552,0.995402
1553,0.998646
1554,0.993665
1555,0.973875
1556,0.992690
1557,0.968652
1558,0.996987
1559,0.987019
1560,0.898217
1561,0.984510
1562,0.715795
1563,0.445245
1564,0.988176
1565,0.975945
1566,0.981051
1567,0.991255
1568,0.921730
1569,0.987810
1570,0.975613
1571,0.902895
1572,0.994298
1573,0.220591
1574,0.999729
1575,0.974669
1576,0.984467
1577,0.995482
1578,0.904159
1579,0.995872
1580,0.539055
1581,0.999577
1582,0.990181
1583,0.968664
1584,0.998774
1585,0.986464
1586,0.981099
1587,0.971968
1588,0.998536
1589,0.992986
1590,0.997605
1591,0.990127
1592,0.999211
1593,0.990925
1594,0.989346
1595,0.119170
1596,0.935921
1597,0.996129
1598,0.989167
1599,0.206367
1600,0.977069
1601,0.982613
1602,0.979440
1603,0.979928
1604,0.988196
1605,0.973671
1606,0.995627
1607,0.924436
1608,0.946973
1609,0.956876
1610,0.776368
1611,0.999268
1612,0.984465
1613,0.996961
1614,0.812599
1615,0.995296
1616,0.991440
1617,0.502301
1618,0.978421
1619,0.997974
1620,0.991978
1621,0.956395
1622,0.907836
1623,0.980366
1624,0.992304
1625,0.992586
1626,0.995659
1627,0.445415
1628,0.643092
1629,0.995622
1630,0.978022
1631,0.997865
1632,0.977076
1633,0.946583
1634,0.979882
1635,0.987130
1636,0.987716
1637,0.990321
1638,0.975279
1639,0.947172
1640,0.995453
1641,0.998847
1642,0.477980
1643,0.998577
1644,0.995366
1645,0.919070
1646,0.990411
1647,0.979352
1648,0.996791
1649,0.983660
1650,0.980627
1651,0.984149
1652,0.999284
1653,0.999875
1654,0.999615
1655,0.994382
1656,0.989176
1657,0.990643
1658,0.991663
1659,0.930686
1660,0.999357
1661,0.999194
1662,0.992783
1663,0.963791
1664,0.999034
1665,0.957584
1666,0.976552
1667,0.986341
1668,0.998834
1669,0.992510
1670,0.995321
1671,0.807054
1672,0.968492
1673,0.977927
1674,0.993863
1675,0.339570
1676,0.558077
1677,0.994140
1678,0.983987
1679,0.997457
1680,0.998708
1681,0.994851
1682,0.964575
1683,0.996987
1684,0.983775
1685,0.999353
1686,0.999556
1687,0.983126
1688,0.995458
1689,0.991200
1690,0.990756
1691,0.991864
1692,0.999014
1693,0.997852
1694,0.921830
1695,0.999145
1696,0.991211
1697,0.985566
1698,0.917726
1699,0.984916
1700,0.994888
1701,0.988304
1702,0.998188
1703,0.864559
1704,0.978752
1705,0.938052
1706,0.963598
1707,0.998789
1708,0.986371
1709,0.998848
1710,0.999327
1711,0.995812
1712,0.986880
1713,0.628770
1714,0.995529
1715,0.989899
1716,0.999820
1717,0.779254
1718,0.207476
1719,0.992936
1720,0.951149
1721,0.991316
1722,0.998604
1723,0.994074
1724,0.999087
1725,0.985257
1726,0.993242
1727,0.998238
1728,0.997061
1729,0.987091
1730,0.993836
1731,0.950176
1732,0.920671
1733,0.993623
1734,0.966542
1735,0.993516
1736,0.961651
1737,0.998424
1738,0.996927
1739,0.995112
1740,0.997586
1741,0.800421
1742,0.999370
1743,0.998414
1744,0.942567
1745,0.995520
1746,0.997858
1747,0.944701
1748,0.943116
1749,0.999421
1750,0.978311
1751,0.987088
1752,0.992244
1753,0.998388
1754,0.999065
1755,0.946972
1756,0.992080
1757,0.995494
1758,0.979234
1759,0.997932
1760,0.990813
1761,0.883910
1762,0.826636
1763,0.995663
1764,0.995226
1765,0.983682
1766,0.976906
1767,0.999436
1768,0.627289
1769,0.744778
1770,0.983052
1771,0.980195
1772,0.999757
1773,0.967114
1774,0.979782
1775,0.999437
1776,0.930925
1777,0.970979
1778,0.969271
1779,0.998799
1780,0.871367
1781,0.964269
1782,0.868324
1783,0.981526
1784,0.987731
1785,0.997126
1786,0.988096
1787,0.939612
1788,0.893401
1789,0.970741
1790,0.998537
1791,0.638872
1792,0.993680
1793,0.991735
1794,0.876725
1795,0.982941
1796,0.908722
1797,0.980006
1798,0.994664
1799,0.996142
1800,0.998951
1801,0.995546
1802,0.998384
1803,0.988181
1804,0.995558
1805,0.860769
1806,0.743074
1807,0.999597
1808,0.994050
1809,0.998987
1810,0.991970
1811,0.998240
1812,0.998505
1813,0.487919
1814,0.567766
1815,0.971196
1816,0.998516
1817,0.982258
1818,0.993019
1819,0.909060
1820,0.993686
1821,0.997557
1822,0.991149
1823,0.961504
1824,0.802529
1825,0.999943
1826,0.985591
1827,0.996682
1828,0.945410
1829,0.998211
1830,0.941260
1831,0.997609
1832,0.998962
1833,0.995338
1834,0.984187
1835,0.976059
1836,0.999266
1837,0.995481
1838,0.905824
1839,0.993287
1840,0.988193
1841,0.872005
1842,0.989769
1843,0.994976
1844,0.921616
1845,0.995535
1846,0.986621
1847,0.992911
1848,0.993826
1849,0.994902
1850,0.998464
1851,0.971257
1852,0.995485
1853,0.775857
1854,0.996690
1855,0.945913
1856,0.997504
1857,0.993990
1858,0.466779
1859,0.997142
1860,0.848377
1861,0.994408
1862,0.999391
1863,0.953019
1864,0.969359
1865,0.986307
1866,0.992668
1867,0.992012
1868,0.992205
1869,0.938748
1870,0.922174
1871,0.999014
1872,0.973122
1873,0.501569
