id,ACTION
379,0.994920
380,0.709659
381,0.920199
382,0.987385
383,0.999886
384,0.971613
385,0.964113
386,0.990303
387,0.982006
388,0.993384
389,0.991050
390,0.985074
391,0.767719
392,0.998913
393,0.954565
394,0.996039
395,0.921826
396,0.998584
397,0.996662
398,0.986569
399,0.983696
400,0.996422
401,0.989393
402,0.992386
403,0.994739
404,0.993156
405,0.998351
406,0.941079
407,0.957071
408,0.988343
409,0.983340
410,0.993174
411,0.999362
412,0.969072
413,0.930824
414,0.961185
415,0.989586
416,0.990471
417,0.993958
418,0.986514
419,0.982611
420,0.995418
421,0.999674
422,0.988309
423,0.945749
424,0.910597
425,0.978456
426,0.971582
427,0.993002
428,0.974331
429,0.987649
430,0.996994
431,0.983922
432,0.953884
433,0.982401
434,0.968827
435,0.994408
436,0.999793
437,0.976760
438,0.307577
439,0.985051
440,0.272584
441,0.975076
442,0.999392
443,0.997612
444,0.975387
445,0.942213
446,0.996226
447,0.903368
448,0.996674
449,0.985544
450,0.990234
451,0.917188
452,0.968351
453,0.989576
454,0.981558
455,0.966356
456,0.992661
457,0.995696
458,0.995446
459,0.998891
460,0.731745
461,0.739622
462,0.998824
463,0.990974
464,0.995218
465,0.987965
466,0.996814
467,0.170343
468,0.952014
469,0.990489
470,0.988029
471,0.996233
472,0.990016
473,0.992167
474,0.993456
475,0.985093
476,0.981622
477,0.994620
478,0.998927
479,0.998115
480,0.994694
481,0.991411
482,0.993578
483,0.998824
484,0.993271
485,0.995075
486,0.962140
487,0.958986
488,0.991796
489,0.988261
490,0.962140
491,0.991965
492,0.988464
493,0.871981
494,0.996594
495,0.972426
496,0.989679
497,0.987849
498,0.995557
499,0.995209
500,0.976284
501,0.954465
502,0.985175
503,0.987841
504,0.989979
505,0.978589
506,0.997921
507,0.988381
508,0.966334
509,0.996614
510,0.149003
511,0.974640
512,0.996669
513,0.970422
514,0.895943
515,0.990209
516,0.991114
517,0.994104
518,0.952552
519,0.985796
520,0.816737
521,0.988320
522,0.866647
523,0.982537
524,0.127069
525,0.932301
526,0.173011
527,0.989381
528,0.978093
529,0.959077
530,0.992960
531,0.973618
532,0.998135
533,0.994675
534,0.974052
535,0.997715
536,0.996000
537,0.999578
538,0.996798
539,0.983004
540,0.980295
541,0.984946
542,0.966135
543,0.984854
544,0.988891
545,0.981721
546,0.998672
547,0.459395
548,0.928963
549,0.957469
550,0.978114
551,0.979677
552,0.988071
553,0.956907
554,0.977976
555,0.996239
556,0.972637
557,0.958594
558,0.993238
559,0.963609
560,0.989456
561,0.997616
562,0.977234
563,0.994566
564,0.659656
565,0.988424
566,0.940775
567,0.981790
568,0.863978
569,0.983665
570,0.993417
571,0.717182
572,0.975176
573,0.835364
574,0.437462
575,0.999295
576,0.994604
577,0.990425
578,0.979626
579,0.958861
580,0.987047
581,0.994461
582,0.991891
583,0.995459
584,0.985313
585,0.997307
586,0.995943
587,0.977092
588,0.987156
589,0.997785
590,0.969733
591,0.966601
592,0.998838
593,0.938142
594,0.988467
595,0.994396
596,0.990928
597,0.995999
598,0.966106
599,0.970365
600,0.985159
601,0.967305
602,0.937112
603,0.999615
604,0.992018
605,0.994184
606,0.993048
607,0.979306
608,0.987077
609,0.994378
610,0.959128
611,0.990130
612,0.992652
613,0.988819
614,0.904973
615,0.997971
616,0.229470
617,0.966943
618,0.966483
619,0.994686
620,0.993440
621,0.993431
622,0.982448
623,0.990209
624,0.882795
625,0.987791
626,0.997739
627,0.969114
628,0.924081
629,0.996622
630,0.996621
631,0.997088
632,0.928525
633,0.994604
634,0.990130
635,0.965295
636,0.988047
637,0.990324
638,0.973118
639,0.990250
640,0.978897
641,0.993444
642,0.964776
643,0.954465
644,0.999395
645,0.999481
646,0.932442
647,0.976090
648,0.861924
649,0.995726
650,0.966822
651,0.958992
652,0.996594
653,0.412773
654,0.986228
655,0.959148
656,0.986065
657,0.990003
658,0.996213
659,0.980002
660,0.997584
661,0.994644
662,0.932773
663,0.982960
664,0.989393
665,0.959897
666,0.627538
667,0.906010
668,0.985551
669,0.969735
670,0.938846
671,0.948029
672,0.965803
673,0.546231
674,0.974568
675,0.976161
676,0.982183
677,0.952869
678,0.996922
679,0.992245
680,0.995934
681,0.976270
682,0.986545
683,0.998538
684,0.994763
685,0.980876
686,0.964305
687,0.980161
688,0.957928
689,0.980766
690,0.993625
691,0.999825
692,0.979751
693,0.922841
694,0.978075
695,0.992072
696,0.645405
697,0.999515
698,0.996670
699,0.992318
700,0.978744
701,0.946626
702,0.995272
703,0.986745
704,0.917398
705,0.882854
706,0.954553
707,0.988453
708,0.999048
709,0.978597
710,0.995797
711,0.992882
712,0.990223
713,0.997832
714,0.996850
715,0.996223
716,0.927614
717,0.995666
718,0.966943
719,0.986815
720,0.891776
721,0.989307
722,0.997193
723,0.952102
724,0.915759
725,0.968028
726,0.934313
727,0.985718
728,0.994193
729,0.899980
730,0.946480
731,0.973646
732,0.999433
733,0.996387
734,0.999705
735,0.991075
736,0.581545
737,0.970101
738,0.994950
739,0.976604
740,0.997812
741,0.997662
742,0.986429
743,0.985716
744,0.997004
745,0.989613
746,0.993190
747,0.990546
748,0.980766
749,0.992480
750,0.999115
751,0.988831
752,0.982538
753,0.981809
754,0.993634
755,0.996306
756,0.896023
757,0.997882
758,0.996021
759,0.988338
760,0.979927
761,0.960736
762,0.973832
763,0.983094
764,0.949033
765,0.988511
766,0.991912
767,0.921181
768,0.993454
769,0.997910
770,0.978115
771,0.998681
772,0.982529
773,0.992393
774,0.995086
775,0.995035
776,0.839548
777,0.973661
778,0.991306
779,0.991914
780,0.965873
781,0.957650
782,0.988027
783,0.989644
784,0.982532
785,0.601551
786,0.993454
787,0.997479
788,0.951851
789,0.987142
790,0.866199
791,0.853047
792,0.995797
793,0.981643
794,0.991424
795,0.997186
796,0.960786
797,0.993792
798,0.995982
799,0.985645
800,0.998722
801,0.998292
802,0.989340
803,0.928190
804,0.952533
805,0.974584
806,0.990223
807,0.932903
808,0.891286
809,0.993159
810,0.990130
811,0.953415
812,0.828756
813,0.999128
814,0.973346
815,0.898574
816,0.999554
817,0.997685
818,0.944025
819,0.984341
820,0.984430
821,0.963820
822,0.993506
823,0.999021
824,0.975152
825,0.997685
826,0.985556
827,0.999154
828,0.991209
829,0.993731
830,0.988903
831,0.786604
832,0.999310
833,0.993580
834,0.944770
835,0.999295
836,0.997935
837,0.963218
838,0.996197
839,0.912488
840,0.956090
841,0.984895
842,0.993365
843,0.995187
844,0.991182
845,0.993139
846,0.993405
847,0.988351
848,0.991178
849,0.924777
850,0.674774
851,0.994002
852,0.976938
853,0.990168
854,0.142995
855,0.987701
856,0.992886
857,0.986511
858,0.993200
859,0.970312
860,0.999639
861,0.987890
862,0.908569
863,0.995536
864,0.976232
865,0.793635
866,0.997079
867,0.994383
868,0.958370
869,0.991544
870,0.990659
871,0.987701
872,0.983375
873,0.998642
874,0.954493
875,0.991402
876,0.981897
877,0.998386
878,0.981473
879,0.984748
880,0.962140
881,0.951432
882,0.994835
883,0.985045
884,0.913491
885,0.917613
886,0.996663
887,0.965669
888,0.994566
889,0.977817
890,0.999835
891,0.999650
892,0.922306
893,0.985145
894,0.999087
895,0.993625
896,0.977880
897,0.818652
898,0.993232
899,0.978744
900,0.997739
901,0.990221
902,0.982515
903,0.985796
904,0.991709
905,0.999538
906,0.997018
907,0.994963
908,0.999900
909,0.953935
910,0.981064
911,0.984384
912,0.959711
913,0.988927
914,0.998956
915,0.982747
916,0.966976
917,0.985093
918,0.983281
919,0.992503
920,0.977507
921,0.999854
922,0.995481
923,0.784281
924,0.956785
925,0.912476
926,0.995081
927,0.992901
928,0.998560
929,0.994566
930,0.998860
931,0.992868
932,0.995040
933,0.990659
934,0.888466
935,0.990020
936,0.947611
937,0.973441
938,0.995404
939,0.956898
940,0.992498
941,0.989586
942,0.995927
943,0.820733
944,0.991709
945,0.971853
946,0.996522
947,0.993838
948,0.961412
949,0.997305
950,0.997308
951,0.994642
952,0.708599
953,0.983936
954,0.979846
955,0.986323
956,0.777287
957,0.982402
958,0.975329
959,0.580140
960,0.883907
961,0.983643
962,0.993791
963,0.988542
964,0.977999
965,0.955187
966,0.767719
967,0.991908
968,0.979847
969,0.990489
970,0.953392
971,0.988876
972,0.998629
973,0.999456
974,0.989941
975,0.969451
976,0.984500
977,0.995368
978,0.921346
979,0.944283
980,0.864895
981,0.993471
982,0.995484
983,0.999745
984,0.222017
985,0.992455
986,0.962140
987,0.999576
988,0.994566
989,0.995040
990,0.542506
991,0.567454
992,0.969803
993,0.998693
994,0.992577
995,0.956380
996,0.996519
997,0.642812
998,0.984117
999,0.992224
1000,0.997607
1001,0.997533
1002,0.962588
1003,0.938124
1004,0.986837
1005,0.995942
1006,0.857538
1007,0.997426
1008,0.992892
1009,0.990678
1010,0.976494
1011,0.997399
1012,0.908705
1013,0.996960
1014,0.978982
1015,0.970110
1016,0.999117
1017,0.356921
1018,0.985318
1019,0.949566
1020,0.994950
1021,0.998274
1022,0.966021
1023,0.966106
1024,0.994985
1025,0.922514
1026,0.954903
1027,0.988903
1028,0.990648
1029,0.992892
1030,0.994148
1031,0.981784
1032,0.997289
1033,0.997535
1034,0.985381
1035,0.998979
1036,0.993941
1037,0.973646
1038,0.954352
1039,0.945149
1040,0.997724
1041,0.987564
1042,0.994986
1043,0.183219
1044,0.583810
1045,0.762477
1046,0.993235
1047,0.998596
1048,0.996233
1049,0.617735
1050,0.999632
1051,0.985772
1052,0.985206
1053,0.998081
1054,0.818769
1055,0.988202
1056,0.892112
1057,0.967357
1058,0.986423
1059,0.948737
1060,0.981602
1061,0.992416
1062,0.944023
1063,0.981622
1064,0.957681
1065,0.992251
1066,0.993644
1067,0.952351
1068,0.968827
1069,0.995224
1070,0.993793
1071,0.433167
1072,0.992551
1073,0.866187
1074,0.997187
1075,0.993060
1076,0.982402
1077,0.984378
1078,0.987886
1079,0.984410
1080,0.902614
1081,0.999794
1082,0.987188
1083,0.992542
1084,0.990572
1085,0.898659
1086,0.999615
1087,0.947104
1088,0.991506
1089,0.993240
1090,0.995024
1091,0.979391
1092,0.978948
1093,0.990775
1094,0.995299
1095,0.999786
1096,0.993801
1097,0.992697
1098,0.993469
1099,0.985093
1100,0.989885
1101,0.816092
1102,0.950134
1103,0.999242
1104,0.932301
1105,0.989199
1106,0.998169
1107,0.996241
1108,0.998702
1109,0.986291
1110,0.998405
1111,0.990130
1112,0.990051
1113,0.995556
1114,0.949287
1115,0.938866
1116,0.985812
1117,0.972201
1118,0.966994
1119,0.981643
1120,0.930588
1121,0.985267
1122,0.685300
1123,0.880281
1124,0.975681
1125,0.987998
1126,0.990679
1127,0.996232
1128,0.995136
1129,0.995997
1130,0.996761
1131,0.957072
1132,0.969710
1133,0.998238
1134,0.998339
1135,0.833646
1136,0.989443
1137,0.978401
1138,0.998522
1139,0.996845
1140,0.888941
1141,0.971829
1142,0.965965
1143,0.993825
1144,0.945804
1145,0.998682
1146,0.999581
1147,0.959026
1148,0.970840
1149,0.996239
1150,0.996255
1151,0.999671
1152,0.994936
1153,0.997225
1154,0.708063
1155,0.999483
1156,0.996999
1157,0.977056
1158,0.939238
1159,0.982832
1160,0.923964
1161,0.994342
1162,0.995671
1163,0.968502
1164,0.996736
1165,0.997290
1166,0.994673
1167,0.988254
1168,0.976644
1169,0.977346
1170,0.992941
1171,0.992503
1172,0.994277
1173,0.972050
1174,0.988897
1175,0.996994
1176,0.994444
1177,0.989123
1178,0.989841
1179,0.998787
1180,0.842252
1181,0.992489
1182,0.997320
1183,0.969426
1184,0.920980
1185,0.996474
1186,0.988946
1187,0.996407
1188,0.401811
1189,0.995481
1190,0.982512
1191,0.977234
1192,0.997117
1193,0.996171
1194,0.966051
1195,0.977023
1196,0.979021
1197,0.996407
1198,0.997878
1199,0.999292
1200,0.989893
1201,0.977231
1202,0.989774
1203,0.990355
1204,0.991186
1205,0.985956
1206,0.990470
1207,0.890827
1208,0.989400
1209,0.756236
1210,0.991746
1211,0.995956
1212,0.974007
1213,0.994739
1214,0.977458
1215,0.997334
1216,0.941692
1217,0.993250
1218,0.994192
1219,0.986778
1220,0.982640
1221,0.997624
1222,0.972619
1223,0.998078
1224,0.962050
1225,0.977922
1226,0.998267
1227,0.997270
1228,0.978738
1229,0.980574
1230,0.996994
1231,0.992497
1232,0.991071
1233,0.999920
1234,0.978834
1235,0.994769
1236,0.994038
1237,0.956051
1238,0.959443
1239,0.988343
1240,0.978692
1241,0.920450
1242,0.978741
1243,0.987604
1244,0.999490
1245,0.997815
1246,0.954623
1247,0.990832
1248,0.994838
1249,0.890425
1250,0.998472
1251,0.976472
1252,0.821638
1253,0.999288
1254,0.989432
1255,0.998506
1256,0.999351
1257,0.965038
1258,0.949282
1259,0.994508
1260,0.999066
1261,0.989999
1262,0.996558
1263,0.989927
1264,0.985919
1265,0.995231
1266,0.985740
1267,0.999817
1268,0.983457
1269,0.983953
1270,0.997138
1271,0.979464
1272,0.979449
1273,0.946863
1274,0.940602
1275,0.996154
1276,0.994718
1277,0.964203
1278,0.990475
1279,0.996258
1280,0.994852
1281,0.999443
1282,0.995464
1283,0.996798
1284,0.987145
1285,0.998837
1286,0.995836
1287,0.465433
1288,0.965546
1289,0.991734
1290,0.983133
1291,0.991629
1292,0.937042
1293,0.990659
1294,0.905595
1295,0.994566
1296,0.951612
1297,0.993753
1298,0.980631
1299,0.949033
1300,0.975123
1301,0.992110
1302,0.924519
1303,0.980766
1304,0.985796
1305,0.945849
1306,0.995668
1307,0.990185
1308,0.982400
1309,0.988015
1310,0.983094
1311,0.998123
1312,0.997014
1313,0.858850
1314,0.985009
1315,0.981595
1316,0.995393
1317,0.992248
1318,0.997805
1319,0.998348
1320,0.396974
1321,0.962876
1322,0.999817
1323,0.999728
1324,0.995719
1325,0.989483
1326,0.983350
1327,0.542506
1328,0.982571
1329,0.990414
1330,0.986533
1331,0.991717
1332,0.995468
1333,0.933779
1334,0.981067
1335,0.518301
1336,0.980295
1337,0.990223
1338,0.994099
1339,0.895195
1340,0.996563
1341,0.979008
1342,0.991539
1343,0.981332
1344,0.980295
1345,0.997980
1346,0.985221
1347,0.989051
1348,0.994470
1349,0.985740
1350,0.996456
1351,0.913704
1352,0.974138
1353,0.990130
1354,0.989663
1355,0.993146
1356,0.979486
1357,0.972782
1358,0.855848
1359,0.313609
1360,0.959897
1361,0.981210
1362,0.968138
1363,0.990224
1364,0.980729
1365,0.995569
1366,0.983739
1367,0.997212
1368,0.982542
1369,0.993644
1370,0.922219
1371,0.990630
1372,0.843644
1373,0.659626
1374,0.994881
1375,0.999840
1376,0.992239
1377,0.985234
1378,0.995350
1379,0.995642
1380,0.995785
1381,0.989528
1382,0.974061
1383,0.995098
1384,0.996944
1385,0.950218
1386,0.909075
1387,0.975921
1388,0.924815
1389,0.996407
1390,0.998860
1391,0.173849
1392,0.918699
1393,0.990130
1394,0.993677
1395,0.981483
1396,0.959500
1397,0.992490
1398,0.995459
1399,0.984988
1400,0.981591
1401,0.993511
1402,0.994826
1403,0.987013
1404,0.992296
1405,0.893033
1406,0.992973
1407,0.994322
1408,0.994752
1409,0.829690
1410,0.965661
1411,0.976915
1412,0.991050
1413,0.379337
1414,0.893041
1415,0.966442
1416,0.994907
1417,0.982880
1418,0.997293
1419,0.998146
1420,0.993801
1421,0.998575
1422,0.988963
1423,0.993648
1424,0.991368
1425,0.996358
1426,0.967352
1427,0.999475
1428,0.986474
1429,0.320434
1430,0.965087
1431,0.982134
1432,0.998157
1433,0.125707
1434,0.642812
1435,0.986727
1436,0.998267
1437,0.941434
1438,0.993929
1439,0.990671
1440,0.971177
1441,0.881768
1442,0.990130
1443,0.990434
1444,0.998062
1445,0.989436
1446,0.999772
1447,0.990475
1448,0.989338
1449,0.991544
1450,0.998151
1451,0.985965
1452,0.997378
1453,0.999340
1454,0.942703
1455,0.972029
1456,0.758743
1457,0.976740
1458,0.994604
1459,0.934000
1460,0.994800
1461,0.996641
1462,0.062454
1463,0.997514
1464,0.398068
1465,0.974527
1466,0.982632
1467,0.953159
1468,0.994932
1469,0.991530
1470,0.961353
1471,0.983278
1472,0.942613
1473,0.964618
1474,0.999913
1475,0.999810
1476,0.997307
1477,0.962400
1478,0.997528
1479,0.997670
1480,0.973141
1481,0.998508
1482,0.901388
1483,0.996213
1484,0.973060
1485,0.986075
1486,0.991424
1487,0.987395
1488,0.847512
1489,0.988462
1490,0.929896
1491,0.999868
1492,0.979622
1493,0.971829
1494,0.869496
1495,0.987965
1496,0.998810
1497,0.978478
1498,0.979653
1499,0.973918
1500,0.991622
1501,0.968583
1502,0.863377
1503,0.988159
1504,0.993159
1505,0.996377
1506,0.949033
1507,0.965398
1508,0.861211
1509,0.991662
1510,0.994159
1511,0.994508
1512,0.998446
1513,0.997339
1514,0.966171
1515,0.630001
1516,0.982782
1517,0.495133
1518,0.967079
1519,0.998288
1520,0.999430
1521,0.964355
1522,0.981465
1523,0.988889
1524,0.967932
1525,0.997290
1526,0.993183
1527,0.993419
1528,0.985198
1529,0.978753
1530,0.991888
1531,0.970096
1532,0.981979
1533,0.998682
1534,0.991178
1535,0.999874
1536,0.977053
1537,0.993216
1538,0.995888
1539,0.962140
1540,0.996188
1541,0.998896
1542,0.982733
1543,0.905877
1544,0.992296
1545,0.999687
1546,0.993431
1547,0.991310
1548,0.991004
1549,0.998896
1550,0.991083
1551,0.990630
1552,0.995350
1553,0.989438
1554,0.980852
1555,0.941434
1556,0.983696
1557,0.933697
1558,0.998222
1559,0.977053
1560,0.974046
1561,0.990494
1562,0.990471
1563,0.702787
1564,0.995034
1565,0.990737
1566,0.998647
1567,0.997150
1568,0.977479
1569,0.921826
1570,0.955547
1571,0.931916
1572,0.984011
1573,0.227594
1574,0.994704
1575,0.924904
1576,0.988067
1577,0.991659
1578,0.977479
1579,0.999847
1580,0.570053
1581,0.998487
1582,0.990900
1583,0.935641
1584,0.996464
1585,0.998962
1586,0.972050
1587,0.989893
1588,0.984176
1589,0.990856
1590,0.994604
1591,0.996535
1592,0.999616
1593,0.971399
1594,0.975123
1595,0.090678
1596,0.981263
1597,0.986065
1598,0.926619
1599,0.180122
1600,0.991519
1601,0.975420
1602,0.990103
1603,0.984430
1604,0.983990
1605,0.996223
1606,0.997824
1607,0.990739
1608,0.829789
1609,0.981391
1610,0.399235
1611,0.998654
1612,0.989340
1613,0.983106
1614,0.962400
1615,0.991544
1616,0.990475
1617,0.466616
1618,0.972176
1619,0.997570
1620,0.997970
1621,0.987804
1622,0.901600
1623,0.983131
1624,0.980952
1625,0.993309
1626,0.996413
1627,0.181966
1628,0.981805
1629,0.978401
1630,0.982710
1631,0.997815
1632,0.976667
1633,0.831357
1634,0.925401
1635,0.991139
1636,0.997797
1637,0.998098
1638,0.982176
1639,0.985529
1640,0.991453
1641,0.998403
1642,0.967468
1643,0.999272
1644,0.991952
1645,0.986120
1646,0.989388
1647,0.989380
1648,0.997933
1649,0.980936
1650,0.996239
1651,0.965515
1652,0.993329
1653,0.999752
1654,0.999136
1655,0.971983
1656,0.995942
1657,0.970101
1658,0.986120
1659,0.878958
1660,0.999671
1661,0.999585
1662,0.988914
1663,0.995511
1664,0.998357
1665,0.967543
1666,0.975996
1667,0.989489
1668,0.998769
1669,0.993645
1670,0.990987
1671,0.847725
1672,0.995063
1673,0.912129
1674,0.988536
1675,0.433294
1676,0.562898
1677,0.971234
1678,0.995852
1679,0.984131
1680,0.996427
1681,0.989122
1682,0.985223
1683,0.998533
1684,0.982880
1685,0.994143
1686,0.993493
1687,0.958370
1688,0.997715
1689,0.991348
1690,0.990261
1691,0.990630
1692,0.993156
1693,0.973451
1694,0.864521
1695,0.999610
1696,0.993124
1697,0.997951
1698,0.965080
1699,0.992492
1700,0.992382
1701,0.970393
1702,0.995825
1703,0.968587
1704,0.982401
1705,0.990020
1706,0.666020
1707,0.998971
1708,0.897032
1709,0.997933
1710,0.999881
1711,0.985977
1712,0.967280
1713,0.388755
1714,0.983523
1715,0.991250
1716,0.989933
1717,0.867477
1718,0.127069
1719,0.996233
1720,0.996273
1721,0.991180
1722,0.985267
1723,0.995715
1724,0.998523
1725,0.994356
1726,0.979857
1727,0.992240
1728,0.993002
1729,0.983045
1730,0.981332
1731,0.968827
1732,0.982832
1733,0.992892
1734,0.996204
1735,0.999178
1736,0.960235
1737,0.993466
1738,0.994183
1739,0.990058
1740,0.994491
1741,0.949284
1742,0.997755
1743,0.990659
1744,0.907787
1745,0.994017
1746,0.994567
1747,0.993329
1748,0.936748
1749,0.996387
1750,0.979563
1751,0.978589
1752,0.990256
1753,0.996539
1754,0.995856
1755,0.985921
1756,0.991288
1757,0.980950
1758,0.990513
1759,0.995767
1760,0.993315
1761,0.953440
1762,0.907735
1763,0.995783
1764,0.978623
1765,0.991852
1766,0.995497
1767,0.994089
1768,0.314857
1769,0.797773
1770,0.984294
1771,0.986859
1772,0.998896
1773,0.900159
1774,0.995762
1775,0.996956
1776,0.907238
1777,0.937746
1778,0.964048
1779,0.998253
1780,0.974132
1781,0.970494
1782,0.855412
1783,0.980275
1784,0.966055
1785,0.997339
1786,0.990489
1787,0.891556
1788,0.976236
1789,0.947608
1790,0.994028
1791,0.676856
1792,0.966217
1793,0.966905
1794,0.823417
1795,0.965430
1796,0.922944
1797,0.886865
1798,0.992892
1799,0.964615
1800,0.992470
1801,0.984947
1802,0.998770
1803,0.968077
1804,0.994425
1805,0.969735
1806,0.817016
1807,0.992251
1808,0.992780
1809,0.994604
1810,0.955826
1811,0.998281
1812,0.998080
1813,0.489823
1814,0.968153
1815,0.957071
1816,0.997192
1817,0.930048
1818,0.997891
1819,0.948290
1820,0.989937
1821,0.987989
1822,0.991506
1823,0.937254
1824,0.718138
1825,0.999927
1826,0.991005
1827,0.994958
1828,0.958573
1829,0.997484
1830,0.965295
1831,0.981172
1832,0.997288
1833,0.996113
1834,0.969432
1835,0.990743
1836,0.996287
1837,0.983103
1838,0.950523
1839,0.996669
1840,0.969315
1841,0.922467
1842,0.985962
1843,0.995151
1844,0.922514
1845,0.992152
1846,0.996656
1847,0.990209
1848,0.990806
1849,0.977994
1850,0.989806
1851,0.989761
1852,0.994679
1853,0.708599
1854,0.997835
1855,0.983971
1856,0.995459
1857,0.995526
1858,0.344594
1859,0.994566
1860,0.677824
1861,0.986709
1862,0.999666
1863,0.912129
1864,0.975374
1865,0.980295
1866,0.967780
1867,0.959711
1868,0.995526
1869,0.933227
1870,0.947016
1871,0.994149
1872,0.986747
1873,0.949833
