,ID,Negative,Positive,TotalOccurences
177,8505,0.0,1.0,8
178,16698,0.0,1.0,22
179,57659,0.0,1.0,2
180,8508,0.0,1.0,4
181,16701,0.2857142857142857,0.7142857142857143,7
182,16703,0.0,1.0,3
183,49473,0.0,1.0,1
184,8516,0.0,1.0,17
185,8520,0.0,1.0,20
186,139593,0.0,1.0,45
187,34927,0.0,1.0,1
188,49484,0.0,1.0,1
189,333,0.0,1.0,1
190,334,0.0,1.0,3
191,57680,0.2857142857142857,0.7142857142857143,7
192,24916,0.0,1.0,11
193,49495,0.0,1.0,4
194,33112,0.0,1.0,3
195,57691,0.0,1.0,10
196,74076,0.0,1.0,1
197,24925,0.0,1.0,3
198,350,0.0,1.0,1
199,16735,0.0,1.0,12
200,16737,0.0,1.0,2
201,49506,0.0,1.0,3
202,4155,0.0,1.0,10
203,16741,0.0,1.0,4
204,8551,0.0,1.0,5
205,8553,0.0,1.0,5
206,82284,0.0,1.0,3
207,16752,0.0,1.0,1
208,49521,0.07692307692307693,0.9230769230769231,13
209,57714,0.0,1.0,6
210,57715,0.0,1.0,6
211,16756,0.36363636363636365,0.6363636363636364,11
212,16757,0.0,1.0,16
213,57718,0.0,1.0,4
214,57719,0.0,1.0,1
215,98683,0.0,1.0,3
216,57726,0.0,1.0,1
217,49535,0.0,1.0,5
218,98689,0.0,1.0,1
219,311682,0.0,1.0,1
220,60139,1.0,0.0,2
221,98693,0.0,1.0,1
222,43588,0.0,1.0,1
223,17815,0.0,1.0,1
224,57740,0.0,1.0,4
225,24973,0.0,1.0,17
226,24974,0.0,1.0,7
227,311696,0.0,1.0,18
228,57757,0.045454545454545456,0.9545454545454546,22
229,8606,0.0,1.0,7
230,8607,0.0,1.0,15
231,131489,0.0,1.0,1
232,16802,0.0,1.0,6
233,16803,0.0,1.0,9
234,16804,0.0,1.0,1
235,49574,0.34210526315789475,0.6578947368421053,38
236,95215,0.0,1.0,3
237,16808,0.0,1.0,1
238,49577,0.0,1.0,6
239,16810,0.0,1.0,3
240,90539,0.0,1.0,1
241,123310,0.0,1.0,16
242,1437,0.0,1.0,8
243,16816,0.0,1.0,6
244,16817,0.0,1.0,2
245,8627,0.0,1.0,5
246,16820,0.0,1.0,1
247,16821,0.0,1.0,5
248,82358,0.0,1.0,2
249,16823,0.0,1.0,2
250,41401,0.0,1.0,1
251,82362,0.0,1.0,4
252,54687,0.0,1.0,2
253,17873,0.25,0.75,4
254,16830,0.1875,0.8125,16
255,41407,0.0,1.0,1
256,16833,0.0,1.0,3
257,16835,0.0,1.0,7
258,98757,0.0,1.0,1
259,16838,0.0,1.0,8
260,16842,0.0,1.0,1
261,8655,0.0,1.0,4
262,15096,0.0,1.0,2
263,16850,0.045454545454545456,0.9545454545454546,66
264,83363,0.0,1.0,1
265,468,0.0,1.0,1
266,57813,0.0,1.0,3
267,16855,0.0,1.0,16
268,57816,0.0,1.0,4
269,50596,0.0,1.0,3
270,49626,0.0,1.0,8
271,57819,0.25,0.75,4
272,49632,0.0,1.0,2
273,53328,0.0,1.0,1
274,8674,0.0,1.0,5
275,311355,0.0,1.0,2
276,123367,0.0,1.0,9
277,17831,0.0,1.0,9
278,241746,0.0,1.0,1
279,8686,0.0,1.0,14
280,33265,0.0,1.0,2
281,33266,0.03225806451612903,0.967741935483871,31
282,101118,0.0,1.0,1
283,49655,0.0,1.0,28
284,8697,0.0,1.0,15
285,8698,0.9,0.1,10
286,8699,0.0,1.0,9
287,1450,0.0,1.0,12
288,53250,0.0,1.0,2
289,8707,0.0,1.0,8
290,16900,0.09090909090909091,0.9090909090909091,11
291,8709,0.0,1.0,7
292,57862,0.0,1.0,1
293,310646,0.5,0.5,2
294,8714,0.0,1.0,3
295,8715,0.0,1.0,23
296,8717,0.0,1.0,8
297,83216,0.0,1.0,6
298,73816,0.0,1.0,2
299,49682,0.0,1.0,5
300,5550,0.25,0.75,8
301,537,0.0,1.0,8
302,16922,0.08,0.92,25
303,82459,0.0,1.0,7
304,81307,0.0,1.0,2
305,16928,0.0,1.0,9
306,82465,0.0,1.0,1
307,547,0.0,1.0,6
308,132529,0.0,1.0,9
309,23303,0.0,1.0,2
310,8750,0.0,1.0,3
311,8751,0.0,1.0,3
312,49714,0.0,1.0,8
313,16948,0.0,1.0,3
314,40936,0.0,1.0,1
315,115255,0.0,1.0,4
316,41531,0.0,1.0,1
317,16959,0.0,1.0,3
318,41537,0.0,1.0,3
319,16963,0.0,1.0,3
320,82500,0.0,1.0,2
321,16967,0.0,1.0,9
322,16970,0.0,1.0,5
323,16971,0.034482758620689655,0.9655172413793104,29
324,16972,0.0,1.0,18
325,16973,0.0,1.0,46
326,16974,0.0,1.0,29
327,8784,0.0,1.0,20
328,8785,0.0,1.0,4
329,90707,0.0,1.0,10
330,41560,0.0,1.0,1
331,16986,0.0,1.0,4
332,26042,0.0,1.0,2
333,607,0.0,1.0,2
334,213600,0.0,1.0,2
335,71982,0.0,1.0,1
336,49254,0.0,1.0,3
337,614,0.0,1.0,3
338,27857,0.0,1.0,1
339,25194,0.0,1.0,7
340,20583,0.0,1.0,1
341,49772,0.0,1.0,29
342,17006,0.0,1.0,2
343,17007,0.0,1.0,4
344,69736,0.0,1.0,1
345,17010,0.0,1.0,1
346,115135,0.0,1.0,1
347,60180,0.14285714285714285,0.8571428571428571,7
348,98939,0.0,1.0,1
349,12394,0.0,1.0,9
350,638,0.0,1.0,1
351,60181,0.0,1.0,1
352,123520,0.0,1.0,1
353,57986,0.0,1.0,5
354,82563,0.0,1.0,2
355,129593,0.0,1.0,1
356,49798,0.0,1.0,7
357,17033,0.0,1.0,2
358,49802,0.0,1.0,16
359,123535,0.0,1.0,3
360,656,0.25,0.75,4
361,255427,0.0,1.0,1
362,25237,0.0,1.0,26
363,17046,0.0,1.0,5
364,666,0.14285714285714285,0.8571428571428571,7
365,25243,0.0,1.0,1
366,669,0.0,1.0,11
367,49823,0.0,1.0,15
368,17058,0.0,1.0,21
369,17059,0.0,1.0,9
370,25254,0.0,1.0,6
371,25255,0.0,1.0,2
372,82603,0.0,1.0,2
373,25262,0.07407407407407407,0.9259259259259259,27
374,25263,0.0,1.0,3
375,25264,0.0,1.0,7
376,3569,0.0,1.0,1
377,82613,0.0,1.0,6
378,23755,0.0,1.0,2
379,41656,0.0,1.0,3
380,20596,0.0,1.0,5
381,49850,0.038461538461538464,0.9615384615384616,26
382,25275,0.0,1.0,7
383,25276,0.11764705882352941,0.8823529411764706,17
384,50634,0.0,1.0,4
385,241781,0.0,1.0,2
386,82626,1.0,0.0,1
387,17091,0.0,1.0,10
388,90820,0.0,1.0,3
389,2849,0.0,1.0,3
390,25289,0.0,1.0,2
391,53367,0.0,1.0,1
392,25293,0.0,1.0,44
393,718,0.0,1.0,30
394,8480,0.0,1.0,1
395,17104,0.0,1.0,1
396,74449,0.0,1.0,3
397,17106,0.0,1.0,3
398,724,0.0,1.0,16
399,123605,0.0,1.0,3
400,17110,0.0,1.0,2
401,25303,0.0,1.0,7
402,12265,1.0,0.0,1
403,17116,0.0,1.0,2
404,118906,0.0,1.0,1
405,58078,0.5,0.5,4
406,41760,0.0,1.0,3
407,49889,0.0,1.0,3
408,77947,0.25,0.75,4
409,148198,0.0,1.0,2
410,743,0.0,1.0,43
411,17128,0.0,1.0,17
412,745,0.0,1.0,10
413,25323,0.0,1.0,4
414,58834,0.0,1.0,1
415,25329,0.38461538461538464,0.6153846153846154,13
416,17138,0.25,0.75,4
417,21302,0.0,1.0,1
418,17140,0.0,1.0,2
419,77950,0.4,0.6,5
420,17144,0.25,0.75,4
421,17146,0.0,1.0,1
422,17147,0.0,1.0,1
423,83224,0.0,1.0,1
424,767,0.05555555555555555,0.9444444444444444,18
425,17152,0.0,1.0,1
426,769,0.16666666666666666,0.8333333333333334,6
427,770,0.03289473684210526,0.9671052631578947,152
428,771,0.0,1.0,44
429,17156,0.0,1.0,17
430,51036,0.0,1.0,4
431,782,0.02857142857142857,0.9714285714285714,35
432,783,0.0,1.0,30
433,25362,1.0,0.0,1
434,123011,0.0,1.0,1
435,794,0.0,1.0,16
436,795,0.06451612903225806,0.9354838709677419,31
437,798,0.0,1.0,11
438,41759,0.0,1.0,11
439,49952,0.0,1.0,2
440,23344,0.0,1.0,6
441,802,0.0,1.0,3
442,5595,0.0,1.0,5
443,17188,0.0,1.0,1
444,806,0.041666666666666664,0.9583333333333334,24
445,49960,0.0,1.0,8
446,17193,0.0,1.0,3
447,810,0.0,1.0,11
448,17196,0.0,1.0,3
449,814,0.0,1.0,12
450,17199,0.0,1.0,6
451,818,0.14285714285714285,0.8571428571428571,7
452,7665,0.0,1.0,3
453,820,0.0,1.0,36
454,41781,0.0,1.0,1
455,41782,0.16666666666666666,0.8333333333333334,6
456,49975,0.0,1.0,1
457,824,0.0,1.0,4
458,17209,0.09090909090909091,0.9090909090909091,11
459,41786,0.16666666666666666,0.8333333333333334,6
460,46559,0.0,1.0,3
461,17212,0.0,1.0,2
462,17214,0.0,1.0,6
463,17215,0.0,1.0,2
464,833,0.0,1.0,2
465,41794,0.0,1.0,3
466,49987,0.0,1.0,12
467,41797,0.0,1.0,7
468,17223,0.07692307692307693,0.9230769230769231,13
469,17225,0.0,1.0,15
470,17227,0.0,1.0,20
471,41804,0.0,1.0,4
472,851,0.0,1.0,23
473,852,0.05555555555555555,0.9444444444444444,18
474,50005,0.0,1.0,1
475,25430,0.0,1.0,3
476,17506,0.0,1.0,3
477,858,0.32432432432432434,0.6756756756756757,37
478,17243,0.0,1.0,10
479,17244,0.2857142857142857,0.7142857142857143,7
480,60859,0.0,1.0,1
481,50015,0.0,1.0,19
482,66400,0.0,1.0,3
483,866,0.0,1.0,17
484,17251,0.0,1.0,10
485,25444,0.0,1.0,3
486,17253,0.0,1.0,12
487,46542,0.0,1.0,1
488,118962,0.0,1.0,2
489,873,0.0,1.0,20
490,17487,0.0,1.0,1
491,17261,0.13793103448275862,0.8620689655172413,29
492,17262,0.0,1.0,5
493,17264,0.0,1.0,21
494,46568,0.0,1.0,4
495,17270,0.0,1.0,20
496,18033,0.0,1.0,1
497,50040,0.0,1.0,16
498,25465,0.0,1.0,1
499,33658,0.0,1.0,2
500,50043,0.0,1.0,2
501,112106,1.0,0.0,1
502,896,0.0,1.0,2
503,18173,0.0,1.0,1
504,50051,0.0,1.0,2
505,901,0.0,1.0,8
506,50056,0.25,0.75,8
507,17290,0.0,1.0,8
508,25486,0.0,1.0,2
509,25487,0.0,1.0,3
510,50066,0.0,1.0,2
511,918,0.0,1.0,11
512,31946,0.0,1.0,1
513,17305,0.0,1.0,5
514,18307,0.0,1.0,3
515,120341,0.0,1.0,6
516,52037,0.0,1.0,2
517,54635,0.0,1.0,5
518,51314,0.0,1.0,1
519,17319,0.0,1.0,10
520,50089,0.0,1.0,15
521,17322,0.0,1.0,5
522,6983,0.0,1.0,2
523,17326,0.041666666666666664,0.9583333333333334,24
524,17327,0.0,1.0,8
525,50096,0.0,1.0,1
526,50675,0.0,1.0,2
527,17332,0.0,1.0,2
528,6985,0.0,1.0,1
529,58296,0.0,1.0,2
530,120308,0.0,1.0,2
531,87595,0.0,1.0,5
532,50117,0.06666666666666667,0.9333333333333333,15
533,25542,0.0,1.0,1
534,50120,0.0,1.0,3
535,50121,0.0,1.0,3
536,25547,0.0,1.0,2
537,50126,0.0,1.0,2
538,71160,0.0,1.0,2
539,163,0.0,1.0,3
540,25557,0.06666666666666667,0.9333333333333333,15
541,25558,0.08333333333333333,0.9166666666666666,12
542,58874,0.0,1.0,2
543,994,0.0,1.0,32
544,140260,0.0,1.0,6
545,17386,0.0,1.0,6
546,17389,0.0,1.0,1
547,33774,0.0,1.0,10
548,12456,0.0,1.0,5
549,17394,0.0,1.0,10
550,1011,0.0,1.0,3
551,1012,0.0,1.0,46
552,33313,0.0,1.0,2
553,132087,0.0,1.0,6
554,50169,0.0,1.0,1
555,74746,0.0,1.0,4
556,50176,0.0,1.0,3
557,33795,0.0,1.0,2
558,1030,0.0,1.0,40
559,25607,0.041666666666666664,0.9583333333333334,24
560,25608,0.0,1.0,2
561,50185,0.0,1.0,2
562,17420,0.16666666666666666,0.8333333333333334,6
563,1038,0.0,1.0,15
564,57517,0.0,1.0,2
565,25616,0.0,1.0,2
566,50193,0.0,1.0,3
567,25618,0.0,1.0,27
568,1043,0.034482758620689655,0.9655172413793104,29
569,1045,0.0,1.0,3
570,17430,0.0,1.0,3
571,31577,0.5,0.5,2
572,13828,0.0,1.0,19
573,25629,0.0,1.0,4
574,25630,0.0,1.0,17
575,25631,0.0,1.0,9
576,50208,0.0,1.0,4
577,17443,0.0,1.0,1
578,50213,0.0,1.0,1
579,58406,0.25,0.75,4
580,58407,0.0,1.0,1
581,1065,0.0,1.0,20
582,17451,0.0,1.0,22
583,12466,0.0,1.0,1
584,50222,0.36363636363636365,0.6363636363636364,11
585,58416,0.0,1.0,2
586,42034,0.0,1.0,6
587,17460,0.0,1.0,6
588,16870,0.0,1.0,1
589,1080,0.022727272727272728,0.9772727272727273,44
590,17465,0.14285714285714285,0.8571428571428571,7
591,255037,0.0,1.0,9
592,1088,0.0,1.0,16
593,31585,0.0,1.0,4
594,74828,0.0,1.0,1
595,91213,0.0,1.0,1
596,50255,0.0,1.0,4
597,58452,0.0,1.0,1
598,71182,0.0,1.0,1
599,25686,0.0,1.0,7
600,25687,0.1,0.9,10
601,58457,0.0,1.0,7
602,58458,0.0,1.0,7
603,71203,0.0,1.0,6
604,1116,0.0,1.0,10
605,1117,0.0,1.0,11
606,58462,0.0,1.0,5
607,58465,0.0,1.0,5
608,58466,0.058823529411764705,0.9411764705882353,17
609,50502,0.0,1.0,2
610,124006,0.0,1.0,1
611,75281,0.0,1.0,3
612,50280,0.0,1.0,2
613,50281,0.0,1.0,3
614,17514,0.36363636363636365,0.6363636363636364,22
615,58475,0.0,1.0,3
616,58476,0.2,0.8,5
617,71186,0.0,1.0,7
618,16573,0.08333333333333333,0.9166666666666666,12
619,50289,0.0,1.0,1
620,74866,0.0,1.0,1
621,58483,0.0,1.0,1
622,1140,0.05,0.95,40
623,58488,0.0,1.0,7
624,120340,0.0,1.0,12
625,1146,0.038461538461538464,0.9615384615384616,26
626,135359,0.0,1.0,4
627,25724,0.0,1.0,4
628,58493,0.0,1.0,5
629,50302,0.0,1.0,3
630,13845,0.058823529411764705,0.9411764705882353,17
631,1152,0.25,0.75,4
632,124033,0.09090909090909091,0.9090909090909091,11
633,91966,0.0,1.0,1
634,50308,0.0,1.0,1
635,46614,0.0,1.0,2
636,58503,0.0,1.0,1
637,58504,0.0,1.0,1
638,43884,0.0,1.0,1
639,50314,0.0,1.0,1
640,17547,0.0,1.0,4
641,17549,0.0,1.0,13
642,17550,0.0,1.0,29
643,58511,0.0,1.0,2
644,50320,0.0,1.0,2
645,13848,0.0,1.0,5
646,50322,0.0,1.0,2
647,50323,0.0,1.0,4
648,146286,0.0,1.0,3
649,17558,0.0,1.0,1
650,5657,0.0,1.0,18
651,17560,0.0,1.0,3
652,17561,0.0,1.0,30
653,58523,0.0,1.0,1
654,58525,0.25,0.75,4
655,27863,0.3333333333333333,0.6666666666666666,3
656,4293,0.0,1.0,3
657,25760,0.0,1.0,5
658,25761,0.0,1.0,2
659,9378,0.0,1.0,3
660,13851,0.3333333333333333,0.6666666666666666,9
661,50340,0.0,1.0,4
662,25765,0.0,1.0,5
663,25766,0.125,0.875,8
664,58535,0.0,1.0,1
665,9384,1.0,0.0,1
666,26140,0.0,1.0,3
667,17578,0.5,0.5,2
668,25771,0.0,1.0,5
669,25772,0.058823529411764705,0.9411764705882353,17
670,50351,0.0,1.0,1
671,58688,0.0,1.0,1
672,17586,0.0,1.0,2
673,50356,0.0,1.0,1
674,46622,0.5,0.5,2
675,50359,0.0,1.0,4
676,17592,0.0,1.0,3
677,93044,0.0,1.0,1
678,58554,0.0,1.0,1
679,17951,0.0,1.0,2
680,58557,0.0,1.0,3
681,50366,0.0,1.0,4
682,74943,0.0,1.0,2
683,50368,0.0,1.0,6
684,17603,0.0,1.0,2
685,1222,0.05,0.95,20
686,5665,0.0,1.0,1
687,17610,0.25,0.75,8
688,50379,0.0,1.0,5
689,17612,0.0,1.0,11
690,71202,0.25,0.75,4
691,91342,0.0,1.0,12
692,222415,0.0,1.0,2
693,17616,0.0,1.0,4
694,17617,0.16666666666666666,0.8333333333333334,6
695,17618,0.0,1.0,5
696,66771,0.5,0.5,2
697,25813,0.045454545454545456,0.9545454545454546,22
698,74967,0.0,1.0,13
699,17956,0.0,1.0,2
700,50396,0.0,1.0,6
701,27514,0.0,1.0,1
702,58590,0.25,0.75,8
703,64418,0.0,1.0,2
704,1249,0.07692307692307693,0.9230769230769231,26
705,2976,0.0,1.0,3
706,17640,0.0,1.0,35
707,74985,0.0,1.0,1
708,49961,0.0,1.0,41
709,71208,0.0,1.0,1
710,17652,0.0,1.0,8
711,27518,1.0,0.0,6
712,17654,0.0,1.0,4
713,1271,0.0,1.0,12
714,21592,0.0,1.0,2
715,50425,0.0,1.0,2
716,1274,0.0,1.0,5
717,1276,0.0,1.0,9
718,87594,0.0,1.0,2
719,8410,0.0,1.0,4
720,79403,0.0,1.0,11
721,17669,0.0,1.0,24
722,91398,0.0,1.0,1
723,121729,0.0,1.0,1
724,66827,0.0,1.0,2
725,52098,0.0,1.0,4
726,25872,0.3333333333333333,0.6666666666666666,6
727,101251,0.0,1.0,1
728,91412,0.15384615384615385,0.8461538461538461,13
729,17686,0.0,1.0,4
730,17687,0.125,0.875,8
731,17688,1.0,0.0,1
732,52100,0.0,1.0,2
733,71215,0.6666666666666666,0.3333333333333333,18
734,50460,0.0,1.0,9
735,16602,0.0,1.0,3
736,17694,0.0,1.0,6
737,17695,0.125,0.875,8
738,1313,0.0,1.0,7
739,50472,0.0,1.0,3
740,50473,0.0,1.0,3
741,50475,0.0,1.0,2
742,25900,0.0,1.0,4
743,1325,0.0,1.0,44
744,132399,0.0,1.0,4
745,1328,0.0,1.0,4
746,17713,0.0,1.0,45
747,1331,0.0,1.0,13
748,58677,0.0,1.0,1
749,1334,0.0,1.0,54
750,50488,0.5,0.5,6
751,58681,0.3333333333333333,0.6666666666666666,3
752,148795,0.0,1.0,3
753,58686,0.0,1.0,2
754,17727,0.0,1.0,8
755,17728,0.5333333333333333,0.4666666666666667,15
756,58689,0.0,1.0,3
757,1346,0.0,1.0,2
758,56203,0.5,0.5,2
759,58692,0.0,1.0,2
760,17733,0.0,1.0,22
761,1350,0.056338028169014086,0.9436619718309859,71
762,58695,0.0,1.0,4
763,11148,0.0,1.0,3
764,34122,0.0,1.0,1
765,58699,0.0,1.0,2
766,50509,0.0,1.0,2
767,58702,0.5555555555555556,0.4444444444444444,9
768,50511,0.0,1.0,7
769,58704,0.0,1.0,1
770,25937,0.0,1.0,2
771,58707,0.0,1.0,3
772,50517,0.0,1.0,5
773,58710,0.0,1.0,1
774,58711,0.0,1.0,2
775,50520,0.0,1.0,3
776,53303,0.0,1.0,1
777,1373,0.0,1.0,3
778,17759,0.0,1.0,27
779,58721,0.0,1.0,3
780,16063,0.0,1.0,1
781,1383,0.0,1.0,10
782,1385,0.0,1.0,5
783,75114,0.0,1.0,2
784,75115,0.5,0.5,2
785,24170,0.0,1.0,1
786,1391,0.0,1.0,2
787,1396,0.0,1.0,4
788,1397,0.0,1.0,25
789,1398,0.1590909090909091,0.8409090909090909,44
790,17783,0.0,1.0,7
791,50553,0.0,1.0,2
792,1402,0.0,1.0,2
793,17787,0.0,1.0,2
794,17788,0.0,1.0,13
795,9597,0.0,1.0,3
796,17790,0.0,1.0,19
797,25983,0.0,1.0,4
798,1409,0.0,1.0,37
799,1411,0.0,1.0,15
800,1412,0.0,1.0,25
801,46657,0.0,1.0,5
802,15050,0.0,1.0,1
803,57580,0.07692307692307693,0.9230769230769231,13
804,50570,0.0,1.0,5
805,50571,0.0,1.0,2
806,50572,0.0,1.0,2
807,27871,0.25,0.75,4
808,41783,0.0,1.0,2
809,50581,0.16666666666666666,0.8333333333333334,6
810,83351,0.0,1.0,13
811,50584,0.5,0.5,2
812,26009,0.25,0.75,8
813,30872,0.0,1.0,2
814,9595,0.0,1.0,1
815,124316,0.0,1.0,9
816,50589,0.25,0.75,4
817,46661,0.0,1.0,3
818,50594,0.0,1.0,1
819,1443,0.07894736842105263,0.9210526315789473,38
820,17828,0.0,1.0,11
821,50597,0.0,1.0,2
822,50598,0.0,1.0,1
823,1447,0.0,1.0,14
824,1448,0.0,1.0,5
825,50601,0.3333333333333333,0.6666666666666666,3
826,17834,0.0,1.0,4
827,17835,0.0,1.0,27
828,50604,0.0,1.0,1
829,50605,1.0,0.0,1
830,75182,0.0,1.0,1
831,17839,0.0,1.0,2
832,148913,0.0,1.0,9
833,50610,0.0,1.0,1
834,50611,1.0,0.0,1
835,50613,0.5,0.5,2
836,50616,0.0,1.0,2
837,1466,0.0,1.0,7
838,1467,0.0,1.0,7
839,17852,0.0,1.0,6
840,1470,1.0,0.0,1
841,17856,0.2857142857142857,0.7142857142857143,7
842,50625,0.0,1.0,4
843,17858,0.0,1.0,3
844,1475,0.0,1.0,56
845,17860,0.0,1.0,5
846,26054,0.0,1.0,1
847,52329,0.0,1.0,2
848,1480,0.0,1.0,6
849,1482,0.0,1.0,15
850,1483,0.0625,0.9375,32
851,7074,0.0,1.0,10
852,20508,0.15384615384615385,0.8461538461538461,13
853,50640,0.0,1.0,3
854,50641,0.0,1.0,7
855,50642,0.0,1.0,1
856,56227,1.0,0.0,1
857,75342,0.0,1.0,5
858,26070,0.0,1.0,3
859,49696,0.09090909090909091,0.9090909090909091,11
860,17881,0.0,1.0,1
861,17235,0.6,0.4,5
862,26075,0.0,1.0,1
863,25433,0.0,1.0,1
864,58849,0.0,1.0,14
865,21327,0.0,1.0,3
866,1508,0.0,1.0,7
867,1510,0.0,1.0,3
868,54865,0.0,1.0,1
869,65788,0.0,1.0,1
870,31655,0.0,1.0,1
871,17903,1.0,0.0,1
872,17904,0.16666666666666666,0.8333333333333334,6
873,58865,0.0,1.0,14
874,58963,0.0,1.0,1
875,1525,0.0,1.0,5
876,1527,0.0,1.0,3
